"","at0.temperature.raw","at1.temperature.raw","at2.temperature.raw","at3.temperature.raw","co.concentration.raw","h2s.concentration.raw","lps25h.pressure.raw","lps25h.temperature.raw","no2.concentration.raw","o3.concentration.raw","oxidizing_gases.concentration.raw","reducing_gases.concentration.raw","si1145.ir_intensity.raw","si1145.uv_intensity.raw","si1145.visible_light_intensity.raw","so2.concentration.raw","at0.temperature.hrf","at1.temperature.hrf","at2.temperature.hrf","at3.temperature.hrf","co.concentration.hrf","h2s.concentration.hrf","lps25h.pressure.hrf","lps25h.temperature.hrf","no2.concentration.hrf","o3.concentration.hrf","oxidizing_gases.concentration.hrf","reducing_gases.concentration.hrf","si1145.ir_intensity.hrf","si1145.uv_intensity.hrf","si1145.visible_light_intensity.hrf","so2.concentration.hrf"
"2018-03-27 21:00",870.365853658537,894.731707317073,938.878048780488,990.743902439024,18457.8902439024,1707.40243902439,99568.512195122,1188.35365853659,1044.31707317073,3776.18292682927,22545.5731707317,4436.57317073171,1450.85365853659,33.5609756097561,336.975609756098,584.585365853659,8.70365853658537,8.94731707317073,9.38878048780488,9.90743902439024,4.85131134146341,-0.00665719512195122,995.68512195122,11.8835365853659,0.0222935365853659,0.0359169512195122,-4.82537634146342,0.0358831707317073,NA,NA,NA,0.0493337804878049
"2018-03-27 22:00",873.823943661972,900.746478873239,948.788732394366,1003.52816901408,13233.9014084507,1193.54929577465,99643.4577464789,1197.88732394366,797.176056338028,2656.56338028169,19310.6197183099,3779.90845070423,1295.92957746479,28.8802816901409,326.06338028169,221.577464788733,8.73823943661972,9.00746478873239,9.48788732394366,10.0352816901408,2.93798028169014,-0.00234528169014085,996.434577464789,11.9788732394366,0.0147602112676056,0.0259176056338028,-3.06220950704225,0.0216697183098592,NA,NA,NA,-0.0132221830985916
"2018-03-27 23:00",878.631944444444,906.611111111111,956.569444444444,1012.57638888889,11488.0833333333,926.277777777778,99727.2361111111,1202.97916666667,717.736111111111,2676.44444444444,18451.6944444444,3833.26388888889,492.659722222222,8.65277777777778,277.75,302.805555555556,8.78631944444444,9.06611111111111,9.56569444444444,10.1257638888889,2.29186583333333,-0.00718131944444444,997.272361111111,12.0297916666667,0.0118686805555556,0.0304625,-2.48045875,0.0202743055555556,NA,NA,NA,0.0164186111111111
"2018-03-28 00:00",898.153846153846,929.72027972028,984.426573426573,1043.46153846154,10768.8881118881,1195.57342657343,99791.3286713287,1228.39160839161,968.41958041958,2589.56643356643,18879.1748251748,3718.48951048951,269.496503496504,3.13286713286713,263.272727272727,223.65034965035,8.98153846153846,9.2972027972028,9.84426573426573,10.4346153846154,1.98690832167832,-0.0057258041958042,997.913286713287,12.2839160839161,0.017291048951049,0.0193207692307692,-2.18246881118881,0.0172692307692308,NA,NA,NA,0.00399545454545455
"2018-03-28 01:00",924.923076923077,959.391608391608,1018.11888111888,1079.51048951049,10389.8111888112,1563.03496503496,99807.5104895105,1259.5034965035,940.111888111888,2634.05594405594,19622.8461538462,3832.98601398601,258.867132867133,3.51048951048951,264.265734265734,239.503496503496,9.24923076923077,9.59391608391608,10.1811888111888,10.7951048951049,1.79361104895105,-0.00113118881118881,998.075104895105,12.595034965035,0.0157875524475524,0.0221065734265734,-1.97716251748252,0.0204296503496503,NA,NA,NA,-0.0140013986013986
"2018-03-28 02:00",919.643356643357,950.223776223776,1003.82517482517,1062.23776223776,9263.08391608392,970.76923076923,99809.5734265734,1247.59440559441,928.153846153846,2719.11888111888,19096.0839160839,3949.8951048951,259.986013986014,2.97902097902098,262.965034965035,206.391608391608,9.19643356643357,9.50223776223776,10.0382517482517,10.6223776223776,1.40442006993007,-0.00760041958041958,998.095734265734,12.4759440559441,0.0151251048951049,0.0246046153846154,-1.60782286713287,0.0164930769230769,NA,NA,NA,0.0131182517482517
"2018-03-28 03:00",889.6875,919.694444444444,972.548611111111,1030.45833333333,8567.85416666667,367.201388888889,99823.0277777778,1214.47222222222,727.673611111111,2646.32638888889,17402.8958333333,4173.86111111111,259.430555555556,2.625,261.361111111111,-80.597222222222,8.896875,9.19694444444444,9.72548611111111,10.3045833333333,1.20543958333333,-0.00410875,998.230277777778,12.1447222222222,0.0114927083333333,0.0300877777777778,-1.43688902777778,0.0140016666666667,NA,NA,NA,-0.0284420138888889
"2018-03-28 04:00",843.706293706294,874.55944055944,925.902097902098,981.482517482518,7393.14685314685,590,99826.3566433566,1166.5034965035,737.223776223776,2341.59440559441,15371.4685314685,3885.8041958042,255.685314685315,3.52447552447552,263.685314685315,235.755244755245,8.43706293706294,8.7455944055944,9.25902097902098,9.81482517482518,0.855124265734266,-0.0109055244755245,998.263566433566,11.665034965035,0.0110487412587413,0.0245646853146853,-1.19226230769231,0.0180214685314685,NA,NA,NA,0.0290237062937063
"2018-03-28 05:00",751.678321678322,783.664335664336,836.104895104895,891.916083916084,6561.82517482518,263.055944055944,99817.3006993007,1074.91608391608,727.20979020979,2284.93706293706,13654.2167832168,3561.43356643357,256.440559440559,3.82517482517482,264.202797202797,260.447552447552,7.51678321678322,7.83664335664336,8.36104895104895,8.91916083916084,0.697212447552448,-0.0152278321678322,998.173006993007,10.7491608391608,0.0109612587412587,0.0237947552447552,-1.0534527972028,0.0133677622377622,NA,NA,NA,0.0538783216783217
"2018-03-28 06:00",712.335664335664,744.335664335664,796.706293706294,852.27972027972,6416.11188811189,52.1258741258741,99779.3636363636,1032.1958041958,765.692307692308,2461.16783216783,13142.6643356643,3623.30769230769,255.258741258741,3.85314685314685,264.643356643357,-189.146853146853,7.12335664335664,7.44335664335664,7.96706293706294,8.5227972027972,0.702808671328671,-0.00488272727272727,997.793636363636,10.321958041958,0.0134441958041958,0.024104965034965,-1.0103251048951,0.00638335664335664,NA,NA,NA,-0.0258883216783217
