"","at0.temperature.raw","at1.temperature.raw","at2.temperature.raw","at3.temperature.raw","co.concentration.raw","h2s.concentration.raw","lps25h.pressure.raw","lps25h.temperature.raw","no2.concentration.raw","o3.concentration.raw","oxidizing_gases.concentration.raw","reducing_gases.concentration.raw","sht25.humidity.raw","sht25.temperature.raw","si1145.ir_intensity.raw","si1145.uv_intensity.raw","si1145.visible_light_intensity.raw","so2.concentration.raw","at0.temperature.hrf","at1.temperature.hrf","at2.temperature.hrf","at3.temperature.hrf","co.concentration.hrf","h2s.concentration.hrf","lps25h.pressure.hrf","lps25h.temperature.hrf","no2.concentration.hrf","o3.concentration.hrf","oxidizing_gases.concentration.hrf","reducing_gases.concentration.hrf","sht25.humidity.hrf","sht25.temperature.hrf","si1145.ir_intensity.hrf","si1145.uv_intensity.hrf","si1145.visible_light_intensity.hrf","so2.concentration.hrf"
"2017-12-12 10:00",-528.56,-511.413333333333,-457.633333333333,-415.333333333333,1844.79333333333,-478.54,99925.74,-339.6,255.153333333333,3100.39333333333,4800.05333333333,2692.29333333333,6236.07333333333,-502.313333333333,13.26,642.673333333333,567.46,-167.2,-5.2856,-5.11413333333333,-4.57633333333333,-4.15333333333333,NA,NA,999.2574,-3.396,NA,NA,NA,NA,62.3607333333333,-5.02313333333333,NA,NA,NA,NA
"2017-12-12 11:00",-593.313333333333,-574.553333333333,-518.02,-474.18,1800.42666666667,-441.413333333333,99994.2266666667,-403.286666666667,203.206666666667,2883.69333333333,4931.37333333333,2516.98,6348.32,-565.953333333333,10.92,634.806666666667,571.273333333333,-154.373333333334,-5.93313333333333,-5.74553333333333,-5.1802,-4.7418,NA,NA,999.942266666667,-4.03286666666667,NA,NA,NA,NA,63.4832,-5.65953333333333,NA,NA,NA,NA
"2017-12-12 12:00",-659.033333333333,-639.98,-583.36,-539.62,1776.83333333333,-378.586666666667,100070.973333333,-471.42,371.146666666667,2877.47333333333,5265.91333333333,2780.66,6210.36666666667,-631.926666666667,10.9333333333333,636.093333333333,589.566666666667,-300.213333333333,-6.59033333333333,-6.3998,-5.8336,-5.3962,NA,NA,1000.70973333333,-4.7142,NA,NA,NA,NA,62.1036666666667,-6.31926666666667,NA,NA,NA,NA
"2017-12-12 13:00",-708.926666666667,-689.86,-633.186666666667,-589.42,1767.64666666667,-136.539999999999,100110.3,-519.213333333333,263.706666666667,2935.42,5834.00666666667,2547.61333333333,6248.25333333333,-681.44,35.0266666666667,749.7,2174.18,-353.333333333333,-7.08926666666667,-6.8986,-6.33186666666667,-5.8942,NA,NA,1001.103,-5.19213333333333,NA,NA,NA,NA,62.4825333333333,-6.8144,NA,NA,NA,NA
"2017-12-12 14:00",-682.526666666667,-660.42,-600,-554.833333333333,1811.42666666667,-174.3,100112.353333333,-479.533333333333,290.533333333333,2978.58666666667,5791.38666666667,2314.44,6115.2,-648.46,292.853333333333,1440.93333333333,25050.4533333333,-279.573333333333,-6.82526666666667,-6.6042,-6,-5.54833333333333,NA,NA,1001.12353333333,-4.79533333333333,NA,NA,NA,NA,61.152,-6.4846,NA,NA,NA,NA
"2017-12-12 15:00",-636.509933774835,-611.94701986755,-548.64238410596,-502.05298013245,1892.11920529801,-199.423841059603,100103.536423841,-426.814569536424,211.384105960265,3030.6821192053,5602.41721854305,2198.58940397351,5671.4238410596,-598.437086092715,561.05298013245,2042.88079470199,12388.0331125828,-200.403973509934,-6.36509933774834,-6.1194701986755,-5.4864238410596,-5.0205298013245,NA,NA,1001.03536423841,-4.26814569536424,NA,NA,NA,NA,56.714238410596,-5.98437086092715,NA,NA,NA,NA
"2017-12-12 16:00",-614.3,-590.14,-527.96,-482.126666666667,1800.82,-267.3,100082.18,-404.74,218.126666666667,2971.40666666667,5456.64,2282.68,5513.94666666667,-575.94,692.166666666667,3037.58666666667,13554.4533333333,-105.686666666667,-6.143,-5.9014,-5.2796,-4.82126666666667,NA,NA,1000.8218,-4.0474,NA,NA,NA,NA,55.1394666666667,-5.7594,NA,NA,NA,NA
"2017-12-12 17:00",-554.826666666667,-528.246666666667,-462.366666666667,-414.14,1780.54,-460.606666666667,99987.4066666667,-339.9,201.506666666667,3045.15333333333,5539.38666666667,2019.63333333333,5188.95333333333,-512.546666666667,772.2,3860.35333333333,18795.0866666667,-359.106666666667,-5.54826666666667,-5.28246666666667,-4.62366666666667,-4.1414,NA,NA,999.874066666667,-3.399,NA,NA,NA,NA,51.8895333333333,-5.12546666666667,NA,NA,NA,NA
"2017-12-12 18:00",-492.786666666667,-463.806666666667,-394.926666666667,-344.58,2091.28,-448.833333333333,99881.1133333333,-273.526666666667,159.14,3159.53333333333,5947.84666666667,2199.11333333333,4788.01333333333,-447.193333333333,857.426666666667,4307.29333333333,23742.96,-245.86,-4.92786666666667,-4.63806666666667,-3.94926666666667,-3.4458,NA,NA,998.811133333333,-2.73526666666667,NA,NA,NA,NA,47.8801333333333,-4.47193333333333,NA,NA,NA,NA
"2017-12-12 19:00",-428.473333333333,-398.98,-332.033333333333,-281.64,2131.12666666667,-469.726666666667,99807.74,-208.533333333333,283.74,3230.05333333333,6429.04,2331.43333333333,4581.65333333333,-381.966666666667,868.593333333333,4372.94666666667,27707.24,-432.56,-4.28473333333333,-3.9898,-3.32033333333333,-2.8164,NA,NA,998.0774,-2.08533333333333,NA,NA,NA,NA,45.8165333333333,-3.81966666666667,NA,NA,NA,NA
