"","at0.temperature.raw","at1.temperature.raw","at2.temperature.raw","at3.temperature.raw","co.concentration.raw","h2s.concentration.raw","lps25h.pressure.raw","lps25h.temperature.raw","no2.concentration.raw","o3.concentration.raw","oxidizing_gases.concentration.raw","reducing_gases.concentration.raw","si1145.ir_intensity.raw","si1145.uv_intensity.raw","si1145.visible_light_intensity.raw","so2.concentration.raw","at0.temperature.hrf","at1.temperature.hrf","at2.temperature.hrf","at3.temperature.hrf","co.concentration.hrf","h2s.concentration.hrf","lps25h.pressure.hrf","lps25h.temperature.hrf","no2.concentration.hrf","o3.concentration.hrf","oxidizing_gases.concentration.hrf","reducing_gases.concentration.hrf","si1145.ir_intensity.hrf","si1145.uv_intensity.hrf","si1145.visible_light_intensity.hrf","so2.concentration.hrf"
"2018-03-18 02:00",492.7,540.6,609,679.2,5757.7,904.4,99910.2,875.9,1140.6,3302.6,27392.1,6988.2,258.5,2.8,261.6,-1095.1,4.927,5.406,6.09,6.792,0.706086,0.054676,999.102,8.759,0.020597,0.009599,0.411946,0.002366,NA,NA,NA,-0.341055
"2018-03-18 03:00",503.755102040816,553.959183673469,625.857142857143,698.34693877551,6094.08163265306,2072.40816326531,99898.3673469388,894.714285714286,1550.12244897959,2988.91836734694,29987.8571428571,6212.65306122449,256.244897959184,2.95918367346939,263.102040816327,-312.142857142857,5.03755102040816,5.53959183673469,6.25857142857143,6.9834693877551,0.781231020408163,0.0165287755102041,998.983673469388,8.94714285714286,0.0187669387755102,0.00033734693877551,0.390921020408163,0.0487140816326531,NA,NA,NA,-0.0931208163265306
"2018-03-20 16:00",199.930693069307,233.613861386139,283.544554455446,341.108910891089,3653.28712871287,348.613861386139,99524.9504950495,557.792079207921,880.019801980198,3013.53465346535,15850.0396039604,4355.61386138614,6080.42574257426,169.792079207921,661.613861386139,-364.574257425743,1.99930693069307,2.33613861386139,2.83544554455446,3.41108910891089,0.349223861386139,0.00874960396039604,995.249504950495,5.57792079207921,0.0149942574257426,0.0121387128712871,0.129613762376238,0.0216163366336634,NA,NA,NA,-0.0722516831683168
"2018-03-20 17:00",140.863636363636,168,208.663636363636,259.845454545455,2911.38181818182,346.7,99511.4818181818,489.209090909091,828.745454545454,3013.02727272727,13549.8181818182,3885.98181818182,5495.11818181818,154.690909090909,625.536363636364,-190.663636363636,1.40863636363636,1.68,2.08663636363636,2.59845454545455,0.195191545454545,-0.000165727272727275,995.114818181818,4.89209090909091,0.0153539090909091,0.0123860909090909,0.151338090909091,0.0276657272727273,NA,NA,NA,-0.0150539090909091
"2018-03-20 18:00",161.276422764228,188,228.130081300813,279.154471544715,3141.29268292683,282.764227642276,99474.3170731707,509.528455284553,855.723577235772,2999.86991869919,13749.1463414634,4025.25203252032,5165.60975609756,146.105691056911,605.260162601626,-174.357723577236,1.61276422764228,1.88,2.28130081300813,2.79154471544715,0.244276504065041,-0.0030930081300813,994.743170731707,5.09528455284553,0.0162719512195122,0.0108787804878049,0.103174552845528,0.0317426829268293,NA,NA,NA,-0.00179154471544715
"2018-03-20 19:00",157.747747747748,181.342342342342,216.387387387387,264.099099099099,2868.72972972973,-93.3603603603602,99414.6846846847,498.981981981982,829.306306306306,3057.3963963964,13089.954954955,4431.86486486487,4948.14414414414,139.207207207207,588.756756756757,-429.315315315315,1.57747747747748,1.81342342342342,2.16387387387387,2.64099099099099,0.179972342342342,0.00600648648648649,994.146846846847,4.98981981981982,0.0150382882882883,0.0136282882882883,0.155907207207207,0.02121,NA,NA,NA,-0.0664836936936937
"2018-03-20 20:00",152.52427184466,175.834951456311,211.019417475728,258.825242718447,3017.66990291262,-14.0970873786409,99407.0194174757,493.73786407767,884.592233009709,2944.57281553398,13673.9223300971,4288.25242718447,3954.28155339806,112.077669902913,524.252427184466,-641.611650485437,1.5252427184466,1.75834951456311,2.11019417475728,2.58825242718447,0.219926601941748,0.0182150485436893,994.070194174757,4.9373786407767,0.0150772815533981,0.0106001941747573,0.175299611650485,0.00341388349514563,NA,NA,NA,-0.139738737864078
"2018-03-20 21:00",136.948148148148,159.237037037037,193.059259259259,239.874074074074,3083.35555555556,-138.533333333334,99421.4592592593,475.014814814815,808.837037037037,3057.43703703704,13549.2222222222,4230.0962962963,2787.61481481482,77.5111111111111,441.822222222222,-221.62962962963,1.36948148148148,1.59237037037037,1.93059259259259,2.39874074074074,0.244326296296296,-0.00638992592592593,994.214592592593,4.75014814814815,0.0153121481481481,0.013596962962963,0.110691259259259,0.0338837037037037,NA,NA,NA,0.00641133333333335
"2018-03-20 22:00",114.52,137.88,173.706666666667,221.786666666667,3244.04,36.6266666666667,99455.6666666667,454,979.813333333333,3032.26666666667,14209.5866666667,4267.2,1234.65333333333,32.0933333333333,333.546666666667,-417.906666666667,1.1452,1.3788,1.73706666666667,2.21786666666667,0.293809866666667,0.00325146666666667,994.556666666667,4.54,0.0164042666666667,0.0101494666666667,0.1231332,0.0212169333333333,NA,NA,NA,-0.0500036
"2018-03-20 23:00",61.3781512605042,84.3193277310924,120.050420168067,168.294117647059,2923.21008403361,-25.8571428571427,99495.2016806723,395.655462184874,938.168067226891,2816.9243697479,13149.8235294118,4331.38655462185,475.680672268907,11.7226890756303,285.058823529412,-325.327731092437,0.613781512605042,0.843193277310924,1.20050420168067,1.68294117647059,0.236034285714286,-0.00249672268907563,994.952016806723,3.95655462184874,0.0149247899159664,0.00754840336134454,0.12723731092437,0.0317016806722689,NA,NA,NA,-0.0187085714285714
