Decimel Year,Year,Month,Day,Hour,Minute,CO (ppb),CO2 (ppm),COS (ppt)
2019.180582,2019,3,7,21,53,330.8,474.4,498.9
2019.180639,2019,3,7,22,23,367.6,477.9,499.6
2019.180696,2019,3,7,22,53,390.6,476.0,501.9
2019.180753,2019,3,7,23,23,392.4,478.7,505.1
2019.18081,2019,3,7,23,53,408.3,481.5,506.0
2019.180867,2019,3,8,0,23,455.6,496.2,510.2
2019.180925,2019,3,8,0,53,491.6,498.5,523.1
2019.180982,2019,3,8,1,23,493.2,489.0,527.1
2019.181039,2019,3,8,1,53,485.2,478.1,521.3
2019.181096,2019,3,8,2,23,435.0,472.2,513.5
2019.181153,2019,3,8,2,53,371.9,468.1,506.3
2019.18121,2019,3,8,3,23,309.0,464.6,500.6
2019.181267,2019,3,8,3,53,283.7,462.8,497.8
2019.181324,2019,3,8,4,23,271.3,460.1,498.6
2019.181381,2019,3,8,4,53,264.3,458.2,496.1
2019.181438,2019,3,8,5,23,305.2,465.2,496.4
2019.181495,2019,3,8,5,53,334.8,468.3,495.1
2019.181552,2019,3,8,6,23,407.9,463.8,497.5
2019.181609,2019,3,8,6,53,568.6,478.3,512.0
2019.181667,2019,3,8,7,23,578.5,488.5,529.2
2019.181724,2019,3,8,7,53,652.1,500.4,535.4
2019.181781,2019,3,8,8,23,700.6,507.3,536.4
2019.181838,2019,3,8,8,53,634.1,504.4,529.9
2019.181895,2019,3,8,9,23,826.5,502.9,537.2
2019.181952,2019,3,8,9,53,683.1,511.2,548.6
2019.182009,2019,3,8,10,23,787.1,513.3,559.9
2019.182066,2019,3,8,10,53,665.6,501.6,553.6
2019.182123,2019,3,8,11,23,588.5,491.2,552.4
2019.18218,2019,3,8,11,53,642.5,494.9,565.1
2019.182237,2019,3,8,12,23,549.3,486.0,545.1
2019.182294,2019,3,8,12,53,445.3,473.4,532.2
2019.182351,2019,3,8,13,23,437.5,468.0,543.0
2019.182409,2019,3,8,13,53,410.4,455.3,545.3
2019.182466,2019,3,8,14,23,379.9,445.4,527.4
2019.182523,2019,3,8,14,53,317.6,444.3,522.8
2019.18258,2019,3,8,15,23,351.9,446.8,520.1
2019.182637,2019,3,8,15,53,363.8,448.9,518.1
2019.182694,2019,3,8,16,23,359.1,447.8,517.7
2019.182751,2019,3,8,16,53,329.4,447.8,509.0
2019.182808,2019,3,8,17,23,250.4,449.7,502.1
2019.182865,2019,3,8,17,53,246.3,448.1,503.4
2019.182922,2019,3,8,18,24,259.8,450.1,501.8
2019.182979,2019,3,8,18,53,282.7,453.0,502.9
2019.183036,2019,3,8,19,23,313.1,459.2,500.8
2019.183094,2019,3,8,19,53,307.6,464.5,503.4
2019.183151,2019,3,8,20,23,233.3,450.1,503.0
2019.183208,2019,3,8,20,53,248.2,451.8,502.3
2019.183265,2019,3,8,21,23,303.6,462.7,501.7
2019.183322,2019,3,8,21,53,367.2,472.2,501.1
2019.183379,2019,3,8,22,23,408.3,477.5,501.5
2019.183436,2019,3,8,22,53,325.5,464.4,500.7
2019.183493,2019,3,8,23,23,347.5,466.3,501.2
2019.18355,2019,3,8,23,53,320.0,463.9,502.1
2019.183607,2019,3,9,0,23,369.3,474.3,501.0
2019.183664,2019,3,9,0,53,393.3,483.3,505.4
2019.183721,2019,3,9,1,23,492.1,500.1,505.6
2019.183778,2019,3,9,1,53,535.4,506.4,510.9
2019.183836,2019,3,9,2,23,558.9,513.4,511.4
2019.183893,2019,3,9,2,53,570.2,521.2,512.9
2019.18395,2019,3,9,3,23,594.7,515.8,514.1
2019.184007,2019,3,9,3,53,526.8,505.8,511.9
2019.184064,2019,3,9,4,23,611.2,493.1,528.4
2019.184121,2019,3,9,4,53,564.1,478.6,545.6
2019.184178,2019,3,9,5,23,720.1,479.9,558.9
2019.184235,2019,3,9,5,53,619.1,478.3,540.7
2019.184292,2019,3,9,6,23,458.1,472.4,525.0
2019.184349,2019,3,9,6,53,445.9,469.3,520.3
2019.184406,2019,3,9,7,23,296.2,450.1,506.6
2019.184463,2019,3,9,7,53,229.0,444.2,500.6
2019.184521,2019,3,9,8,23,267.9,455.6,502.7
2019.184578,2019,3,9,8,53,244.7,448.8,502.2
2019.184635,2019,3,9,9,23,226.4,444.2,504.3
2019.184692,2019,3,9,9,53,218.6,439.5,504.1
2019.184749,2019,3,9,10,23,214.3,440.4,504.7
2019.184806,2019,3,9,10,53,213.6,440.0,506.5
2019.184863,2019,3,9,11,23,201.5,438.7,508.2
2019.18492,2019,3,9,11,53,199.0,438.2,508.1
2019.184977,2019,3,9,12,23,211.1,440.0,510.1
2019.185034,2019,3,9,12,53,212.3,440.7,506.2
2019.185091,2019,3,9,13,23,455.0,456.3,538.1
2019.185148,2019,3,9,13,53,365.5,451.6,510.7
2019.185205,2019,3,9,14,23,361.8,455.0,510.9
2019.185263,2019,3,9,14,53,343.5,456.5,507.8
2019.18532,2019,3,9,15,24,506.8,453.4,522.7
2019.185377,2019,3,9,15,54,286.8,445.3,504.3
2019.185434,2019,3,9,16,23,200.0,438.8,487.9
2019.185491,2019,3,9,16,54,197.9,439.3,483.7
2019.185548,2019,3,9,17,23,198.4,440.0,482.9
2019.185605,2019,3,9,17,53,218.8,440.8,483.4
2019.185662,2019,3,9,18,23,216.6,443.4,483.4
2019.185719,2019,3,9,18,54,220.8,445.3,479.2
2019.185776,2019,3,9,19,23,265.2,456.0,477.0
2019.185833,2019,3,9,19,54,334.6,465.3,474.5
2019.18589,2019,3,9,20,24,301.4,462.1,473.4
2019.185947,2019,3,9,20,53,303.6,459.4,471.2
2019.186005,2019,3,9,21,24,297.2,458.4,469.9
2019.186062,2019,3,9,21,53,222.8,448.6,469.4
2019.186119,2019,3,9,22,23,203.3,445.5,473.9
2019.186176,2019,3,9,22,54,188.3,443.7,477.4
2019.186233,2019,3,9,23,23,188.1,442.7,479.5
2019.18629,2019,3,9,23,54,185.1,441.1,480.2
2019.186347,2019,3,10,0,24,184.7,440.1,484.1
2019.186404,2019,3,10,0,53,181.5,438.8,486.3
2019.186461,2019,3,10,1,23,177.8,437.6,487.4
2019.18651,2019,3,10,1,49,182.3,437.5,488.9
2019.186652,2019,3,10,3,4,175.0,437.5,491.3
2019.18669,2019,3,10,3,24,180.0,437.3,492.0
2019.186747,2019,3,10,3,53,178.5,437.7,494.8
2019.186804,2019,3,10,4,23,181.4,438.1,498.7
2019.186861,2019,3,10,4,54,184.8,438.6,499.5
2019.186918,2019,3,10,5,23,188.5,439.0,500.2
2019.186975,2019,3,10,5,53,190.7,439.4,501.6
2019.187032,2019,3,10,6,24,193.1,439.4,502.9
2019.187089,2019,3,10,6,54,185.8,439.3,503.7
2019.187146,2019,3,10,7,24,188.0,438.8,504.4
2019.187203,2019,3,10,7,54,193.7,439.2,503.9
2019.18726,2019,3,10,8,24,191.4,439.5,505.0
2019.187317,2019,3,10,8,53,194.0,439.1,506.0
2019.187374,2019,3,10,9,24,196.9,439.3,505.5
2019.187431,2019,3,10,9,53,208.2,439.3,504.3
2019.187489,2019,3,10,10,23,184.6,438.2,503.0
2019.187546,2019,3,10,10,54,189.5,437.9,501.8
2019.187603,2019,3,10,11,23,202.3,438.7,502.4
2019.18766,2019,3,10,11,53,195.2,437.9,502.1
2019.187717,2019,3,10,12,24,194.7,438.4,502.0
2019.187774,2019,3,10,12,53,192.9,437.0,502.7
2019.187831,2019,3,10,13,24,191.3,437.3,503.5
2019.187888,2019,3,10,13,54,183.7,436.8,503.1
2019.187945,2019,3,10,14,23,189.8,437.4,501.8
2019.188002,2019,3,10,14,53,178.1,436.2,502.3
2019.188059,2019,3,10,15,24,179.7,436.7,501.4
2019.188117,2019,3,10,15,54,189.8,436.6,501.3
2019.188174,2019,3,10,16,24,179.3,436.3,501.2
2019.188231,2019,3,10,16,54,178.8,436.1,501.3
2019.188288,2019,3,10,17,24,176.8,436.1,501.6
2019.188345,2019,3,10,17,54,185.9,437.2,499.9
2019.188402,2019,3,10,18,24,177.6,436.0,498.0
2019.188459,2019,3,10,18,54,175.5,435.4,500.2
2019.188516,2019,3,10,19,24,176.3,435.9,498.9
2019.188573,2019,3,10,19,54,168.7,435.6,498.7
2019.18863,2019,3,10,20,24,183.6,436.0,499.1
2019.188687,2019,3,10,20,54,172.4,436.5,501.7
2019.188744,2019,3,10,21,24,182.4,436.7,501.2
2019.188801,2019,3,10,21,54,179.8,438.2,500.4
2019.188859,2019,3,10,22,24,180.0,437.2,500.6
2019.188916,2019,3,10,22,54,174.7,443.5,498.4
2019.188973,2019,3,10,23,24,191.1,447.4,497.9
2019.18903,2019,3,10,23,54,196.5,448.5,496.7
2019.189087,2019,3,11,0,24,194.2,449.0,496.6
2019.189144,2019,3,11,0,54,194.3,450.2,496.7
2019.189201,2019,3,11,1,24,199.1,446.1,495.5
2019.189258,2019,3,11,1,54,184.9,443.8,496.7
2019.189315,2019,3,11,2,24,192.5,443.9,495.5
2019.189372,2019,3,11,2,54,201.8,445.4,496.6
2019.189429,2019,3,11,3,24,208.4,450.5,494.9
2019.189486,2019,3,11,3,54,204.0,447.4,495.2
2019.189543,2019,3,11,4,24,203.5,448.9,496.7
2019.189601,2019,3,11,4,54,225.4,453.6,494.0
2019.189658,2019,3,11,5,24,281.4,457.6,495.0
2019.189715,2019,3,11,5,54,352.5,452.7,495.3
2019.189772,2019,3,11,6,24,229.1,447.3,496.9
2019.189829,2019,3,11,6,54,228.2,443.9,503.1
2019.189886,2019,3,11,7,24,233.3,444.0,498.7
2019.189943,2019,3,11,7,54,264.2,447.3,510.2
2019.19,2019,3,11,8,24,238.3,444.0,497.8
2019.190057,2019,3,11,8,54,223.9,441.8,495.3
2019.190114,2019,3,11,9,24,213.1,441.0,495.6
2019.190171,2019,3,11,9,54,213.5,438.5,495.4
2019.190228,2019,3,11,10,24,198.8,440.2,499.5
2019.190285,2019,3,11,10,54,184.9,434.8,496.3
2019.190343,2019,3,11,11,24,837.5,439.0,503.5
2019.1904,2019,3,11,11,54,186.6,433.9,500.9
2019.190457,2019,3,11,12,24,188.0,435.1,503.2
2019.190514,2019,3,11,12,54,177.0,431.3,500.5
2019.190571,2019,3,11,13,24,187.8,432.7,503.8
2019.190628,2019,3,11,13,54,172.9,431.7,504.2
2019.190685,2019,3,11,14,24,174.9,431.2,504.1
2019.190742,2019,3,11,14,54,168.9,430.6,503.7
2019.190799,2019,3,11,15,24,162.2,430.0,503.5
2019.190856,2019,3,11,15,54,162.1,430.1,504.8
2019.190913,2019,3,11,16,24,158.9,429.9,503.3
2019.19097,2019,3,11,16,54,166.2,431.2,502.4
2019.191028,2019,3,11,17,24,161.4,431.1,503.1
2019.191085,2019,3,11,17,54,164.0,431.5,504.1
2019.191142,2019,3,11,18,24,173.5,434.4,503.0
2019.191199,2019,3,11,18,54,193.4,435.2,504.2
2019.191256,2019,3,11,19,24,203.4,436.9,502.2
2019.191313,2019,3,11,19,54,207.2,439.2,500.9
2019.19137,2019,3,11,20,24,194.1,440.5,499.4
2019.191427,2019,3,11,20,54,225.0,446.8,498.3
2019.191484,2019,3,11,21,24,238.6,450.1,499.5
2019.191541,2019,3,11,21,54,277.4,455.4,497.2
2019.191598,2019,3,11,22,24,319.2,476.8,498.4
2019.191655,2019,3,11,22,54,378.7,484.9,498.0
2019.191713,2019,3,11,23,24,397.7,489.2,495.4
2019.19177,2019,3,11,23,54,387.8,494.4,492.3
2019.191827,2019,3,12,0,24,507.6,503.8,491.4
2019.191884,2019,3,12,0,54,459.4,491.3,495.8
2019.191941,2019,3,12,1,24,349.8,498.0,489.3
2019.191998,2019,3,12,1,54,356.5,492.0,488.9
2019.192055,2019,3,12,2,24,289.3,476.1,490.6
2019.192112,2019,3,12,2,54,376.2,496.5,488.0
2019.192169,2019,3,12,3,24,485.2,541.6,484.6
2019.192226,2019,3,12,3,54,598.7,573.3,481.2
2019.192283,2019,3,12,4,24,732.8,607.1,476.0
2019.19234,2019,3,12,4,54,765.9,596.2,478.4
2019.192397,2019,3,12,5,24,863.1,602.4,477.9
2019.192455,2019,3,12,5,54,944.0,616.0,482.7
2019.192512,2019,3,12,6,24,964.6,623.0,479.7
2019.192569,2019,3,12,6,54,1051.6,626.9,479.4
2019.192626,2019,3,12,7,24,1080.1,628.7,484.3
2019.192683,2019,3,12,7,54,942.4,603.9,488.2
2019.19274,2019,3,12,8,24,682.6,548.7,488.1
2019.192797,2019,3,12,8,54,498.1,508.0,491.7
2019.192854,2019,3,12,9,24,437.0,487.8,493.9
2019.192911,2019,3,12,9,54,380.9,478.1,497.3
2019.192968,2019,3,12,10,24,317.7,465.2,499.2
2019.193025,2019,3,12,10,54,306.8,454.6,500.3
2019.193082,2019,3,12,11,24,217.3,445.7,502.5
2019.193139,2019,3,12,11,54,177.9,436.2,503.4
2019.193197,2019,3,12,12,24,161.4,433.7,502.4
2019.193254,2019,3,12,12,54,156.3,432.6,502.4
2019.193311,2019,3,12,13,24,182.5,433.3,503.8
2019.193368,2019,3,12,13,54,151.8,431.8,503.6
2019.193425,2019,3,12,14,24,152.1,431.3,504.8
2019.193482,2019,3,12,14,54,157.6,431.0,504.8
2019.193539,2019,3,12,15,24,160.6,432.0,505.3
2019.193596,2019,3,12,15,54,157.9,430.7,505.3
2019.193653,2019,3,12,16,24,177.1,431.0,505.3
2019.19371,2019,3,12,16,54,165.7,431.7,504.1
2019.193767,2019,3,12,17,24,167.4,433.5,503.8
2019.193824,2019,3,12,17,54,170.0,435.0,502.6
2019.193881,2019,3,12,18,24,189.2,435.5,503.2
2019.193939,2019,3,12,18,54,179.7,436.2,503.2
2019.193996,2019,3,12,19,24,180.7,435.8,502.1
2019.194053,2019,3,12,19,54,172.0,435.7,503.0
2019.19411,2019,3,12,20,24,163.5,435.2,502.6
2019.194167,2019,3,12,20,54,165.0,435.7,502.1
2019.194224,2019,3,12,21,24,171.1,436.1,503.0
2019.194281,2019,3,12,21,54,180.7,436.7,504.0
2019.194338,2019,3,12,22,24,178.6,438.0,502.4
2019.194395,2019,3,12,22,54,179.4,438.0,501.0
2019.194452,2019,3,12,23,24,175.1,436.8,500.6
2019.194509,2019,3,12,23,54,173.3,436.1,499.8
2019.194566,2019,3,13,0,24,159.4,434.4,499.9
2019.194624,2019,3,13,0,54,160.7,434.3,499.3
2019.194681,2019,3,13,1,24,155.9,435.1,499.3
2019.194738,2019,3,13,1,54,156.8,435.3,498.1
2019.194795,2019,3,13,2,24,158.2,436.7,497.1
2019.194852,2019,3,13,2,54,154.6,437.4,495.7
2019.194909,2019,3,13,3,24,157.5,437.7,495.4
2019.194966,2019,3,13,3,54,157.9,437.7,494.3
2019.195023,2019,3,13,4,24,158.5,438.4,493.2
2019.19508,2019,3,13,4,54,165.0,439.3,495.5
2019.195137,2019,3,13,5,24,169.2,440.3,496.9
2019.195194,2019,3,13,5,54,192.8,442.7,495.2
2019.195251,2019,3,13,6,24,185.7,443.7,496.2
2019.195308,2019,3,13,6,54,198.0,445.1,496.2
2019.195366,2019,3,13,7,24,232.1,447.7,496.4
2019.195423,2019,3,13,7,54,229.1,452.7,495.8
2019.19548,2019,3,13,8,24,215.8,447.7,496.6
2019.195537,2019,3,13,8,54,215.3,447.0,497.2
2019.195594,2019,3,13,9,24,210.9,446.4,499.7
2019.195651,2019,3,13,9,54,211.9,445.8,501.9
2019.195708,2019,3,13,10,24,205.6,445.1,504.4
2019.195765,2019,3,13,10,54,198.0,444.7,503.2
2019.195822,2019,3,13,11,24,214.1,446.4,502.0
2019.195879,2019,3,13,11,54,212.3,447.2,498.7
2019.195936,2019,3,13,12,24,219.1,449.7,496.0
2019.195993,2019,3,13,12,54,210.8,447.6,493.3
2019.19605,2019,3,13,13,24,215.6,447.4,491.6
2019.196108,2019,3,13,13,54,210.6,445.4,492.9
2019.196165,2019,3,13,14,24,253.4,445.8,493.5
2019.196222,2019,3,13,14,54,215.0,445.8,494.8
2019.196279,2019,3,13,15,24,210.5,445.9,494.5
2019.196336,2019,3,13,15,54,203.9,445.5,495.2
2019.196393,2019,3,13,16,24,212.6,446.0,495.4
2019.19645,2019,3,13,16,54,216.8,447.4,492.0
2019.196507,2019,3,13,17,24,224.3,448.6,489.7
2019.196564,2019,3,13,17,54,221.0,449.3,488.2
2019.196621,2019,3,13,18,24,215.5,448.1,487.5
2019.196678,2019,3,13,18,54,198.2,443.0,490.0
2019.196736,2019,3,13,19,24,202.9,443.3,488.3
2019.196793,2019,3,13,19,54,215.0,445.0,488.5
2019.19685,2019,3,13,20,24,276.1,447.4,489.0
2019.196907,2019,3,13,20,54,214.5,446.2,489.5
2019.196964,2019,3,13,21,24,286.6,446.1,489.4
2019.197021,2019,3,13,21,54,208.8,444.2,487.4
2019.197078,2019,3,13,22,24,199.3,443.4,485.1
2019.197135,2019,3,13,22,54,204.8,446.1,482.9
2019.197192,2019,3,13,23,24,183.8,441.8,480.2
2019.197249,2019,3,13,23,54,179.7,441.0,480.3
2019.197306,2019,3,14,0,24,178.0,440.5,478.9
2019.197363,2019,3,14,0,54,178.3,440.5,477.7
2019.19742,2019,3,14,1,24,171.1,439.5,479.0
2019.197477,2019,3,14,1,54,166.8,438.8,479.6
2019.197535,2019,3,14,2,24,162.0,438.1,480.0
2019.197592,2019,3,14,2,54,160.9,438.0,480.5
2019.197649,2019,3,14,3,24,164.6,438.7,481.3
2019.197706,2019,3,14,3,54,159.3,438.4,482.3
2019.197763,2019,3,14,4,24,160.6,438.7,483.2
2019.19782,2019,3,14,4,54,160.5,438.9,484.9
2019.197877,2019,3,14,5,24,156.5,438.7,488.8
2019.197934,2019,3,14,5,54,151.2,438.0,490.2
2019.197991,2019,3,14,6,24,151.0,437.6,492.2
2019.198048,2019,3,14,6,54,155.6,437.8,489.5
2019.198105,2019,3,14,7,24,165.1,438.8,489.7
2019.198162,2019,3,14,7,54,171.2,438.6,487.5
2019.19822,2019,3,14,8,24,179.2,438.1,488.6
2019.198277,2019,3,14,8,54,173.1,437.2,490.4
2019.198334,2019,3,14,9,24,161.9,436.8,492.0
2019.198391,2019,3,14,9,54,171.4,437.5,495.4
2019.198448,2019,3,14,10,24,168.3,437.1,499.8
2019.198505,2019,3,14,10,54,164.1,438.2,498.4
2019.198562,2019,3,14,11,24,203.4,442.9,497.2
2019.198619,2019,3,14,11,54,181.8,442.0,498.4
2019.198676,2019,3,14,12,24,145.3,435.7,503.4
2019.198733,2019,3,14,12,54,150.7,435.9,503.7
2019.19879,2019,3,14,13,24,143.2,436.3,503.6
2019.198847,2019,3,14,13,54,146.8,437.0,502.1
2019.198904,2019,3,14,14,24,147.2,435.5,495.4
2019.198961,2019,3,14,14,54,154.6,435.7,497.3
2019.199019,2019,3,14,15,24,143.6,431.7,504.5
2019.199076,2019,3,14,15,54,149.2,433.8,510.3
2019.199133,2019,3,14,16,24,147.0,434.3,503.0
2019.19919,2019,3,14,16,54,147.6,433.5,501.9
2019.199247,2019,3,14,17,24,155.4,433.8,501.2
2019.199304,2019,3,14,17,54,153.2,434.4,500.3
2019.199361,2019,3,14,18,24,158.0,435.0,498.7
2019.199418,2019,3,14,18,54,168.1,434.6,499.2
2019.199475,2019,3,14,19,24,160.4,433.9,497.6
2019.199532,2019,3,14,19,54,156.5,435.4,496.5
2019.199589,2019,3,14,20,24,161.3,437.2,494.3
2019.199646,2019,3,14,20,54,156.5,436.9,492.6
2019.199704,2019,3,14,21,24,161.7,437.3,492.2
2019.199761,2019,3,14,21,54,163.6,438.1,491.7
2019.199818,2019,3,14,22,24,148.1,437.9,490.8
2019.199875,2019,3,14,22,54,155.9,438.0,490.5
2019.199932,2019,3,14,23,24,146.8,437.6,490.7
2019.199989,2019,3,14,23,54,144.7,437.5,491.7
2019.200046,2019,3,15,0,24,154.4,438.4,492.1
2019.200103,2019,3,15,0,54,159.7,439.0,493.6
2019.20016,2019,3,15,1,24,146.9,439.4,497.1
2019.200217,2019,3,15,1,54,150.7,439.9,495.1
2019.200274,2019,3,15,2,24,150.5,440.1,491.9
2019.200331,2019,3,15,2,54,147.7,440.8,490.6
2019.200389,2019,3,15,3,24,148.0,441.0,491.1
2019.200446,2019,3,15,3,54,149.7,441.3,488.7
2019.200503,2019,3,15,4,24,157.2,440.9,489.4
2019.20056,2019,3,15,4,54,159.1,440.9,487.2
2019.200617,2019,3,15,5,24,186.2,441.2,484.7
2019.200674,2019,3,15,5,54,206.2,442.1,485.1
2019.200731,2019,3,15,6,24,178.1,443.0,483.8
2019.200788,2019,3,15,6,54,179.9,443.8,483.0
2019.200845,2019,3,15,7,24,202.0,445.3,483.4
2019.200902,2019,3,15,7,54,202.1,444.9,483.3
2019.200959,2019,3,15,8,24,181.5,443.4,483.6
2019.201016,2019,3,15,8,54,208.7,443.3,483.1
2019.201073,2019,3,15,9,24,188.1,442.1,484.2
2019.201131,2019,3,15,9,54,173.3,442.3,486.6
2019.201188,2019,3,15,10,24,195.4,443.3,486.1
2019.201245,2019,3,15,10,54,170.2,439.9,490.7
2019.201302,2019,3,15,11,24,176.9,441.0,491.7
2019.201359,2019,3,15,11,54,170.4,438.8,492.4
2019.201416,2019,3,15,12,24,168.5,437.8,492.8
2019.201473,2019,3,15,12,54,167.9,437.6,493.5
2019.20153,2019,3,15,13,24,167.0,437.0,493.1
2019.201587,2019,3,15,13,54,169.3,438.1,492.8
2019.201644,2019,3,15,14,24,170.7,437.0,493.6
2019.201701,2019,3,15,14,54,169.0,436.2,495.4
2019.201758,2019,3,15,15,24,184.7,437.9,494.5
2019.201815,2019,3,15,15,54,171.3,436.0,496.2
2019.201873,2019,3,15,16,24,167.0,435.3,498.1
2019.20193,2019,3,15,16,54,160.5,434.3,499.0
2019.201987,2019,3,15,17,24,165.5,434.3,500.7
2019.202044,2019,3,15,17,54,166.6,433.2,505.0
2019.202101,2019,3,15,18,24,178.3,434.6,507.8
2019.202158,2019,3,15,18,54,192.6,434.2,506.6
2019.202215,2019,3,15,19,24,177.4,434.2,505.5
2019.202272,2019,3,15,19,54,183.9,434.8,507.2
2019.202329,2019,3,15,20,24,184.1,434.7,506.9
2019.202386,2019,3,15,20,54,164.8,432.1,505.9
2019.202443,2019,3,15,21,24,167.2,432.8,505.5
2019.2025,2019,3,15,21,54,173.0,434.4,505.4
2019.202558,2019,3,15,22,24,163.3,435.2,504.6
2019.202615,2019,3,15,22,54,172.3,435.6,503.8
2019.202672,2019,3,15,23,24,169.3,433.3,502.8
2019.202729,2019,3,15,23,54,175.5,434.5,504.3
2019.202786,2019,3,16,0,24,173.4,436.4,504.8
2019.202843,2019,3,16,0,54,171.5,435.3,502.2
2019.2029,2019,3,16,1,24,159.1,437.5,502.8
2019.202957,2019,3,16,1,54,169.2,435.7,502.4
2019.203014,2019,3,16,2,24,159.5,437.0,501.2
2019.203071,2019,3,16,2,54,162.7,440.2,501.4
2019.203128,2019,3,16,3,24,174.0,438.8,501.9
2019.203185,2019,3,16,3,54,167.8,439.1,500.4
2019.203242,2019,3,16,4,24,176.8,440.8,501.0
2019.2033,2019,3,16,4,54,174.2,443.6,500.1
2019.203357,2019,3,16,5,24,175.0,444.6,499.6
2019.203414,2019,3,16,5,54,190.0,444.7,498.9
2019.203471,2019,3,16,6,24,182.8,445.7,498.4
2019.203528,2019,3,16,6,54,210.1,445.6,496.2
2019.203585,2019,3,16,7,24,224.5,443.3,496.3
2019.203642,2019,3,16,7,54,220.1,444.4,497.0
2019.203699,2019,3,16,8,24,184.2,439.0,497.2
2019.203756,2019,3,16,8,54,182.9,435.3,496.7
2019.203813,2019,3,16,9,24,174.9,433.5,497.7
2019.20387,2019,3,16,9,54,168.8,433.4,497.3
2019.203927,2019,3,16,10,24,163.3,432.9,498.4
2019.203984,2019,3,16,10,54,160.1,430.0,499.3
2019.204042,2019,3,16,11,24,162.2,429.2,499.7
2019.204099,2019,3,16,11,54,160.3,429.2,500.9
2019.204156,2019,3,16,12,24,160.1,427.9,501.5
2019.204213,2019,3,16,12,54,157.8,428.2,502.2
2019.20427,2019,3,16,13,24,162.0,428.1,503.4
2019.204327,2019,3,16,13,54,163.4,428.4,504.7
2019.204384,2019,3,16,14,24,159.9,428.1,504.1
2019.204441,2019,3,16,14,54,160.4,427.8,504.4
2019.204498,2019,3,16,15,24,161.0,428.2,503.7
2019.204555,2019,3,16,15,54,159.4,427.3,505.0
2019.204612,2019,3,16,16,24,155.9,427.5,504.7
2019.20467,2019,3,16,16,54,166.9,427.2,505.8
2019.204727,2019,3,16,17,24,155.7,428.0,505.3
2019.204784,2019,3,16,17,54,159.3,427.8,504.9
2019.204841,2019,3,16,18,24,163.3,428.8,504.9
2019.204898,2019,3,16,18,54,168.7,430.7,504.0
2019.204955,2019,3,16,19,24,194.3,436.8,505.8
2019.205012,2019,3,16,19,54,259.5,445.3,502.8
2019.205069,2019,3,16,20,24,331.2,461.6,496.8
2019.205126,2019,3,16,20,54,284.0,457.9,495.8
2019.205183,2019,3,16,21,24,313.9,464.1,497.0
2019.20524,2019,3,16,21,54,342.5,468.2,498.0
2019.205297,2019,3,16,22,24,436.7,480.9,498.2
2019.205354,2019,3,16,22,54,492.7,497.2,498.2
2019.205412,2019,3,16,23,24,560.4,507.1,503.5
2019.205469,2019,3,16,23,54,621.6,519.8,504.2
2019.205526,2019,3,17,0,24,699.5,530.3,505.0
2019.205583,2019,3,17,0,54,699.1,536.7,506.1
2019.20564,2019,3,17,1,24,724.0,554.1,501.9
2019.205697,2019,3,17,1,54,782.5,574.0,498.7
2019.205754,2019,3,17,2,24,905.1,601.5,495.8
2019.205811,2019,3,17,2,54,966.9,603.8,494.4
2019.205868,2019,3,17,3,24,941.7,591.3,494.9
2019.205925,2019,3,17,3,54,768.8,567.3,490.8
2019.205982,2019,3,17,4,24,662.4,552.4,488.6
2019.206039,2019,3,17,4,54,483.8,519.4,485.0
2019.206096,2019,3,17,5,24,355.5,492.7,485.0
2019.206154,2019,3,17,5,54,312.1,486.2,484.6
2019.206211,2019,3,17,6,24,323.3,480.9,481.3
2019.206268,2019,3,17,6,54,272.7,468.7,483.8
2019.206325,2019,3,17,7,24,235.7,464.9,484.5
2019.206382,2019,3,17,7,54,224.1,458.5,489.4
2019.206439,2019,3,17,8,24,209.6,446.2,496.8
2019.206496,2019,3,17,8,54,200.3,442.1,500.3
2019.206553,2019,3,17,9,24,214.1,439.4,503.9
2019.20661,2019,3,17,9,54,202.4,437.3,505.7
2019.206667,2019,3,17,10,24,183.0,435.4,506.5
2019.206724,2019,3,17,10,54,172.2,433.2,506.7
2019.206781,2019,3,17,11,24,170.3,432.5,505.4
2019.206838,2019,3,17,11,54,173.1,434.1,504.8
2019.206896,2019,3,17,12,24,175.3,433.7,504.6
2019.206953,2019,3,17,12,54,165.6,431.8,507.6
2019.20701,2019,3,17,13,24,164.9,430.6,509.6
2019.207067,2019,3,17,13,54,163.3,429.9,510.8
2019.207124,2019,3,17,14,24,165.7,430.8,511.9
2019.207181,2019,3,17,14,54,161.2,429.6,511.5
2019.207238,2019,3,17,15,24,159.0,428.4,511.9
2019.207295,2019,3,17,15,54,160.3,429.6,510.7
2019.207352,2019,3,17,16,24,174.3,432.6,509.5
2019.207409,2019,3,17,16,54,213.8,440.7,503.4
2019.207466,2019,3,17,17,24,198.7,437.7,502.6
2019.207523,2019,3,17,17,54,193.3,435.7,503.2
2019.207581,2019,3,17,18,24,202.1,437.8,502.4
2019.207638,2019,3,17,18,54,234.3,443.5,500.4
2019.207695,2019,3,17,19,24,254.9,445.9,499.7
2019.207752,2019,3,17,19,54,264.0,450.7,498.7
2019.207809,2019,3,17,20,24,277.1,453.9,500.4
2019.207866,2019,3,17,20,54,289.5,456.0,498.4
2019.207923,2019,3,17,21,24,327.9,466.0,498.7
2019.20798,2019,3,17,21,54,371.5,474.8,496.4
2019.208037,2019,3,17,22,24,453.6,489.6,493.7
