Decimel Year,Year,Month,Day,Hour,Minute,CO (ppb),CO2 (ppm),COS (ppt)
2019.009859,2019,1,4,14,21,215.5,448.0,459.4
2019.009916,2019,1,4,14,51,200.5,442.2,458.0
2019.009973,2019,1,4,15,21,225.6,440.7,459.3
2019.01003,2019,1,4,15,51,244.4,446.6,453.3
2019.010087,2019,1,4,16,21,272.2,453.7,461.6
2019.010144,2019,1,4,16,51,483.2,470.0,460.7
2019.010201,2019,1,4,17,21,544.1,491.0,456.7
2019.010258,2019,1,4,17,51,511.2,493.7,453.2
2019.010315,2019,1,4,18,21,363.8,474.7,453.8
2019.010372,2019,1,4,18,51,362.7,473.0,450.7
2019.010429,2019,1,4,19,21,421.7,484.8,445.0
2019.010487,2019,1,4,19,51,461.1,494.6,443.5
2019.010544,2019,1,4,20,21,477.8,505.8,440.2
2019.010601,2019,1,4,20,51,437.4,498.8,437.6
2019.010658,2019,1,4,21,21,403.9,487.2,437.3
2019.010715,2019,1,4,21,51,405.1,488.5,437.7
2019.010772,2019,1,4,22,21,411.4,486.4,439.3
2019.010829,2019,1,4,22,51,449.9,489.2,438.1
2019.010886,2019,1,4,23,21,398.8,490.9,437.5
2019.010943,2019,1,4,23,51,453.2,489.2,439.4
2019.011,2019,1,5,0,21,423.9,491.5,438.2
2019.011057,2019,1,5,0,51,393.8,491.0,438.7
2019.011114,2019,1,5,1,21,374.9,485.2,439.9
2019.011172,2019,1,5,1,51,342.8,483.6,438.4
2019.011229,2019,1,5,2,21,363.7,487.3,437.7
2019.011286,2019,1,5,2,51,331.6,486.3,440.1
2019.011343,2019,1,5,3,21,429.8,500.3,437.4
2019.0114,2019,1,5,3,51,380.7,498.2,435.9
2019.011457,2019,1,5,4,21,465.6,495.7,437.1
2019.011514,2019,1,5,4,51,389.8,497.2,435.5
2019.011571,2019,1,5,5,21,495.3,521.1,433.0
2019.011628,2019,1,5,5,51,414.5,502.4,428.3
2019.011685,2019,1,5,6,21,431.1,497.6,427.7
2019.011742,2019,1,5,6,51,473.1,514.1,427.8
2019.011799,2019,1,5,7,21,511.7,516.6,425.5
2019.011856,2019,1,5,7,51,441.1,506.6,426.2
2019.011913,2019,1,5,8,21,414.7,491.3,426.2
2019.011971,2019,1,5,8,51,312.4,473.8,429.9
2019.012028,2019,1,5,9,21,265.5,467.8,432.9
2019.012085,2019,1,5,9,51,269.6,465.4,435.0
2019.012142,2019,1,5,10,21,251.5,460.2,443.2
2019.012199,2019,1,5,10,51,231.9,456.1,447.5
2019.012256,2019,1,5,11,21,216.1,454.5,448.2
2019.012313,2019,1,5,11,51,215.9,454.4,451.2
2019.01237,2019,1,5,12,21,216.1,456.3,450.8
2019.012427,2019,1,5,12,51,212.1,455.5,452.9
2019.012484,2019,1,5,13,21,199.3,450.5,457.8
2019.012541,2019,1,5,13,51,211.1,447.1,458.5
2019.012598,2019,1,5,14,21,186.8,441.2,464.3
2019.012656,2019,1,5,14,51,215.6,442.8,464.6
2019.012713,2019,1,5,15,21,184.3,441.3,464.2
2019.01277,2019,1,5,15,51,190.2,442.6,462.3
2019.012827,2019,1,5,16,21,227.2,447.4,460.5
2019.012884,2019,1,5,16,51,413.7,455.8,458.3
2019.012941,2019,1,5,17,21,387.1,462.4,455.2
2019.012998,2019,1,5,17,51,391.4,464.9,456.6
2019.013055,2019,1,5,18,21,270.0,459.0,451.2
2019.013112,2019,1,5,18,51,243.0,458.5,448.7
2019.013169,2019,1,5,19,21,261.0,459.8,447.5
2019.013226,2019,1,5,19,51,251.4,460.6,446.2
2019.013283,2019,1,5,20,21,264.7,461.7,445.3
2019.01334,2019,1,5,20,51,251.0,462.3,443.5
2019.013398,2019,1,5,21,21,282.2,470.3,443.7
2019.013455,2019,1,5,21,51,290.5,471.1,448.4
2019.013512,2019,1,5,22,21,228.0,457.7,452.3
2019.013569,2019,1,5,22,51,265.2,457.5,452.5
2019.013626,2019,1,5,23,21,330.7,465.3,450.4
2019.013683,2019,1,5,23,51,345.1,476.4,451.0
2019.01374,2019,1,6,0,21,366.5,481.8,452.8
2019.013797,2019,1,6,0,51,320.6,473.1,452.6
2019.013854,2019,1,6,1,21,264.1,463.8,457.2
2019.013911,2019,1,6,1,51,155.6,441.3,462.3
2019.013968,2019,1,6,2,21,143.6,438.3,462.3
2019.014025,2019,1,6,2,51,142.6,437.4,462.4
2019.014082,2019,1,6,3,21,143.5,438.6,460.3
2019.01414,2019,1,6,3,51,144.4,438.6,458.0
2019.014197,2019,1,6,4,21,139.3,436.8,454.9
2019.014254,2019,1,6,4,51,136.3,434.9,455.2
2019.014311,2019,1,6,5,21,139.0,436.9,454.4
2019.014368,2019,1,6,5,51,139.8,435.3,454.6
2019.014425,2019,1,6,6,21,144.3,435.4,456.1
2019.014482,2019,1,6,6,51,136.3,433.0,458.0
2019.014539,2019,1,6,7,21,138.0,430.8,459.6
2019.014596,2019,1,6,7,51,136.9,429.4,458.1
2019.014653,2019,1,6,8,21,147.4,431.7,457.3
2019.01471,2019,1,6,8,51,143.5,430.6,458.9
2019.014767,2019,1,6,9,21,140.8,429.2,459.1
2019.014824,2019,1,6,9,51,148.6,429.1,457.7
2019.014882,2019,1,6,10,21,139.2,427.5,460.7
2019.014939,2019,1,6,10,51,145.7,427.9,459.5
2019.014996,2019,1,6,11,21,145.9,428.8,460.9
2019.015053,2019,1,6,11,51,148.8,429.0,460.0
2019.01511,2019,1,6,12,21,150.4,429.0,459.8
2019.015167,2019,1,6,12,51,141.3,428.4,461.3
2019.015224,2019,1,6,13,21,139.3,428.5,460.0
2019.015281,2019,1,6,13,51,145.9,429.3,460.0
2019.015338,2019,1,6,14,21,149.3,430.6,458.8
2019.015395,2019,1,6,14,51,149.8,431.5,459.7
2019.015452,2019,1,6,15,21,162.0,432.4,458.4
2019.015509,2019,1,6,15,51,160.3,433.6,458.3
2019.015567,2019,1,6,16,21,165.5,434.2,457.0
2019.015624,2019,1,6,16,51,161.7,435.8,457.8
2019.015681,2019,1,6,17,21,178.5,435.7,455.4
2019.015738,2019,1,6,17,51,199.6,438.1,455.2
2019.015795,2019,1,6,18,21,190.4,438.2,456.6
2019.015852,2019,1,6,18,51,186.3,437.4,456.2
2019.015909,2019,1,6,19,21,214.3,442.5,458.3
2019.015966,2019,1,6,19,51,288.4,447.6,460.5
2019.016023,2019,1,6,20,21,189.7,438.6,453.4
2019.01608,2019,1,6,20,51,184.1,436.7,453.7
2019.016137,2019,1,6,21,21,175.0,435.6,455.9
2019.016194,2019,1,6,21,51,163.3,436.3,456.2
2019.016251,2019,1,6,22,21,162.5,436.7,456.3
2019.016309,2019,1,6,22,51,162.2,437.6,454.8
2019.016366,2019,1,6,23,21,162.9,438.4,455.7
2019.016423,2019,1,6,23,51,165.7,438.6,456.3
2019.01648,2019,1,7,0,21,164.4,439.5,456.8
2019.016537,2019,1,7,0,51,165.2,439.4,455.1
2019.016594,2019,1,7,1,21,169.8,440.1,456.0
2019.016651,2019,1,7,1,51,169.2,439.9,456.5
2019.016708,2019,1,7,2,21,163.3,439.0,455.7
2019.016765,2019,1,7,2,51,250.8,439.2,455.0
2019.016822,2019,1,7,3,21,172.6,439.8,452.5
2019.016879,2019,1,7,3,51,159.6,440.1,454.5
2019.016936,2019,1,7,4,21,162.1,440.4,453.5
2019.016993,2019,1,7,4,51,181.8,441.6,451.0
2019.017051,2019,1,7,5,21,172.1,441.9,450.3
2019.017108,2019,1,7,5,51,185.1,443.3,449.5
2019.017165,2019,1,7,6,21,184.3,444.3,447.8
2019.017222,2019,1,7,6,51,185.9,445.2,447.1
2019.017279,2019,1,7,7,21,205.3,448.0,446.0
2019.017336,2019,1,7,7,51,203.9,449.0,448.1
2019.017393,2019,1,7,8,21,197.2,449.3,446.3
2019.01745,2019,1,7,8,51,195.0,448.3,446.8
2019.017507,2019,1,7,9,21,192.0,448.1,447.1
2019.017564,2019,1,7,9,51,195.3,448.9,446.2
2019.017621,2019,1,7,10,21,190.2,447.4,447.3
2019.017678,2019,1,7,10,51,192.2,446.1,448.7
2019.017736,2019,1,7,11,21,185.7,443.2,450.5
2019.017793,2019,1,7,11,51,195.8,440.8,453.9
2019.01785,2019,1,7,12,21,169.7,438.2,448.2
2019.017907,2019,1,7,12,51,165.7,437.3,442.9
2019.017964,2019,1,7,13,21,162.9,437.6,442.0
2019.018021,2019,1,7,13,51,183.6,439.2,441.8
2019.018078,2019,1,7,14,21,176.7,440.1,442.1
2019.018135,2019,1,7,14,51,170.8,440.0,443.6
2019.018192,2019,1,7,15,21,197.7,442.6,445.6
2019.018249,2019,1,7,15,51,235.2,444.6,443.4
2019.018306,2019,1,7,16,21,202.2,442.8,441.6
2019.018363,2019,1,7,16,51,179.4,441.6,442.0
2019.018421,2019,1,7,17,21,180.4,442.7,445.8
2019.018478,2019,1,7,17,51,166.3,440.7,448.0
2019.018535,2019,1,7,18,21,165.6,439.6,447.3
2019.018592,2019,1,7,18,51,155.6,440.0,443.8
2019.018649,2019,1,7,19,21,161.5,443.0,439.6
2019.018706,2019,1,7,19,51,164.5,443.5,430.6
2019.018763,2019,1,7,20,21,161.2,444.8,431.0
2019.01882,2019,1,7,20,51,162.2,445.8,431.7
2019.018877,2019,1,7,21,21,175.6,448.0,431.1
2019.018934,2019,1,7,21,51,184.9,449.9,430.1
2019.018991,2019,1,7,22,21,176.3,448.0,429.2
2019.019048,2019,1,7,22,51,169.3,450.2,427.2
2019.019105,2019,1,7,23,21,165.8,450.6,427.4
2019.019163,2019,1,7,23,51,173.4,452.3,426.8
2019.01922,2019,1,8,0,21,188.6,457.3,425.7
2019.019277,2019,1,8,0,51,185.3,458.5,423.8
2019.019334,2019,1,8,1,21,188.6,456.7,425.2
2019.019391,2019,1,8,1,51,161.6,453.4,425.1
2019.019448,2019,1,8,2,21,200.1,454.9,429.1
2019.019505,2019,1,8,2,51,166.1,452.1,432.6
2019.019562,2019,1,8,3,21,174.2,452.2,432.0
2019.019619,2019,1,8,3,51,164.7,451.5,429.1
2019.019676,2019,1,8,4,21,241.7,454.0,426.7
2019.019733,2019,1,8,4,51,215.1,459.8,427.9
2019.01979,2019,1,8,5,21,281.4,469.4,428.0
2019.019847,2019,1,8,5,51,290.0,474.9,428.3
2019.019905,2019,1,8,6,21,271.6,476.9,426.4
2019.019962,2019,1,8,6,51,311.0,482.3,424.9
2019.020019,2019,1,8,7,21,334.3,486.3,425.0
2019.020076,2019,1,8,7,51,446.2,500.5,424.0
2019.020133,2019,1,8,8,21,361.9,483.8,427.2
2019.02019,2019,1,8,8,51,263.5,461.6,435.7
2019.020247,2019,1,8,9,21,176.5,453.3,440.7
2019.020304,2019,1,8,9,51,171.0,449.9,443.6
2019.020361,2019,1,8,10,21,170.3,449.0,441.4
2019.020418,2019,1,8,10,51,176.8,447.8,444.8
2019.020475,2019,1,8,11,21,171.6,445.2,445.9
2019.020532,2019,1,8,11,51,161.4,440.7,452.5
2019.020589,2019,1,8,12,21,156.8,436.4,461.1
2019.020646,2019,1,8,12,51,145.6,435.8,456.9
2019.020704,2019,1,8,13,21,143.9,434.5,456.1
2019.020761,2019,1,8,13,51,146.7,431.9,465.5
2019.020818,2019,1,8,14,21,145.8,429.4,469.4
2019.020875,2019,1,8,14,51,147.0,429.2,468.4
2019.020932,2019,1,8,15,21,153.7,430.2,467.4
2019.020989,2019,1,8,15,51,145.1,429.9,467.7
2019.021046,2019,1,8,16,21,151.3,433.0,465.7
2019.021103,2019,1,8,16,51,152.8,432.7,463.6
2019.02116,2019,1,8,17,21,160.4,432.4,464.5
2019.021217,2019,1,8,17,51,143.2,430.8,462.9
2019.021274,2019,1,8,18,21,144.3,430.8,464.1
2019.021331,2019,1,8,18,51,140.8,431.5,461.8
2019.021389,2019,1,8,19,21,150.6,432.6,462.2
2019.021446,2019,1,8,19,51,143.4,432.4,461.4
2019.021503,2019,1,8,20,21,141.6,431.9,460.2
2019.02156,2019,1,8,20,51,140.3,430.1,460.2
2019.021617,2019,1,8,21,21,142.3,430.4,460.8
2019.021674,2019,1,8,21,51,141.8,430.2,461.0
2019.021731,2019,1,8,22,21,139.0,430.4,460.5
2019.021788,2019,1,8,22,51,142.0,430.6,461.0
2019.021845,2019,1,8,23,21,139.5,430.9,460.4
2019.021902,2019,1,8,23,51,136.7,429.9,460.7
2019.021959,2019,1,9,0,21,140.1,431.1,458.9
2019.022016,2019,1,9,0,51,135.9,429.6,458.7
2019.022073,2019,1,9,1,21,135.9,428.8,457.8
2019.022131,2019,1,9,1,51,140.3,431.2,456.7
2019.022188,2019,1,9,2,21,144.5,432.0,455.8
2019.022245,2019,1,9,2,51,142.4,429.9,455.9
2019.022302,2019,1,9,3,21,144.2,429.2,456.0
2019.022359,2019,1,9,3,51,148.5,430.4,456.0
2019.022416,2019,1,9,4,21,154.1,431.0,457.0
2019.022473,2019,1,9,4,51,149.2,429.9,455.5
2019.02253,2019,1,9,5,21,150.8,430.4,454.1
2019.022587,2019,1,9,5,51,163.8,431.1,455.4
2019.022644,2019,1,9,6,21,176.3,432.4,455.2
2019.022701,2019,1,9,6,51,188.9,433.4,452.2
2019.022758,2019,1,9,7,21,173.0,430.9,455.3
2019.022816,2019,1,9,7,51,191.5,432.0,456.3
2019.022873,2019,1,9,8,21,184.3,432.8,454.6
2019.02293,2019,1,9,8,51,175.0,432.8,453.5
2019.022987,2019,1,9,9,21,170.2,431.8,454.8
2019.023044,2019,1,9,9,51,160.3,431.0,455.2
2019.023101,2019,1,9,10,21,166.5,431.8,455.4
2019.023158,2019,1,9,10,51,163.1,431.1,454.9
2019.023215,2019,1,9,11,21,175.7,432.6,454.5
2019.023272,2019,1,9,11,51,175.2,433.1,454.6
2019.023329,2019,1,9,12,21,169.7,432.4,456.4
2019.023386,2019,1,9,12,51,159.4,429.9,456.7
2019.023443,2019,1,9,13,21,168.9,430.2,458.6
2019.0235,2019,1,9,13,51,171.1,430.4,455.0
2019.023558,2019,1,9,14,21,173.1,430.2,454.6
2019.023615,2019,1,9,14,51,173.0,430.7,454.5
2019.023672,2019,1,9,15,21,175.8,430.7,455.4
2019.023729,2019,1,9,15,51,173.9,431.2,454.1
2019.023786,2019,1,9,16,21,186.3,433.6,454.1
2019.023843,2019,1,9,16,51,188.7,433.4,453.2
2019.0239,2019,1,9,17,21,201.8,435.2,453.4
2019.023957,2019,1,9,17,51,212.4,436.6,452.3
2019.024014,2019,1,9,18,21,241.7,440.1,453.5
2019.024071,2019,1,9,18,51,224.1,440.6,452.7
2019.024128,2019,1,9,19,21,196.1,436.7,451.2
2019.024185,2019,1,9,19,51,209.2,438.6,451.4
2019.024243,2019,1,9,20,21,212.9,441.0,450.9
2019.0243,2019,1,9,20,51,189.1,436.6,450.2
2019.024357,2019,1,9,21,21,183.3,436.7,448.9
2019.024414,2019,1,9,21,51,173.3,433.5,450.9
2019.024471,2019,1,9,22,21,169.7,432.7,449.8
2019.024528,2019,1,9,22,51,166.0,431.9,451.6
2019.024585,2019,1,9,23,21,184.1,435.5,450.7
2019.024642,2019,1,9,23,51,173.6,434.4,453.5
2019.024699,2019,1,10,0,21,174.7,433.5,451.7
2019.024756,2019,1,10,0,51,171.3,432.8,452.9
2019.024813,2019,1,10,1,21,167.6,433.8,452.5
2019.02487,2019,1,10,1,51,171.2,435.0,451.0
2019.024927,2019,1,10,2,21,189.7,437.4,451.1
2019.024984,2019,1,10,2,51,177.9,434.7,450.7
2019.025042,2019,1,10,3,21,186.6,435.7,452.1
2019.025099,2019,1,10,3,51,201.4,437.8,451.0
2019.025156,2019,1,10,4,21,209.4,441.0,451.0
2019.025213,2019,1,10,4,51,197.2,439.3,451.7
2019.02527,2019,1,10,5,21,226.0,439.6,452.9
2019.025327,2019,1,10,5,51,228.9,439.5,450.8
2019.025384,2019,1,10,6,21,259.1,443.3,453.0
2019.025441,2019,1,10,6,51,277.0,444.4,453.4
2019.025498,2019,1,10,7,21,295.4,445.7,451.8
2019.025555,2019,1,10,7,51,306.6,448.5,452.6
2019.025612,2019,1,10,8,21,314.9,450.1,452.1
2019.025669,2019,1,10,8,51,453.5,449.7,452.6
2019.025727,2019,1,10,9,21,258.8,454.6,454.5
2019.025784,2019,1,10,9,51,267.1,456.3,454.6
2019.025841,2019,1,10,10,21,264.1,450.9,455.3
2019.025898,2019,1,10,10,51,258.4,448.0,455.4
2019.025955,2019,1,10,11,21,254.0,451.3,455.1
2019.026012,2019,1,10,11,51,286.2,447.6,455.0
2019.026069,2019,1,10,12,21,260.4,445.4,454.3
2019.026126,2019,1,10,12,51,263.7,445.9,454.6
2019.026183,2019,1,10,13,21,261.8,444.5,455.9
2019.02624,2019,1,10,13,51,296.5,447.4,457.4
2019.026297,2019,1,10,14,21,305.4,448.1,458.2
2019.026354,2019,1,10,14,51,261.5,442.9,461.5
2019.026412,2019,1,10,15,21,215.9,436.1,464.7
2019.026469,2019,1,10,15,51,231.7,438.8,463.3
2019.026526,2019,1,10,16,21,244.1,443.0,463.2
2019.026583,2019,1,10,16,51,267.3,445.5,463.3
2019.02664,2019,1,10,17,21,280.0,446.1,464.0
2019.026697,2019,1,10,17,51,314.6,449.6,463.2
2019.026754,2019,1,10,18,21,328.4,453.4,462.6
2019.026811,2019,1,10,18,51,348.9,457.0,462.7
2019.026868,2019,1,10,19,21,335.1,457.9,464.2
2019.026925,2019,1,10,19,51,373.5,460.9,460.9
2019.026982,2019,1,10,20,21,358.0,462.4,461.8
2019.027039,2019,1,10,20,51,378.2,470.4,461.6
2019.027097,2019,1,10,21,21,413.9,481.2,460.0
2019.027154,2019,1,10,21,51,1122.1,506.9,458.5
2019.027211,2019,1,10,22,21,670.4,522.2,453.8
2019.027268,2019,1,10,22,51,635.6,548.4,451.7
2019.027325,2019,1,10,23,21,768.4,565.3,451.5
2019.027382,2019,1,10,23,51,780.4,574.1,450.9
2019.027439,2019,1,11,0,21,759.4,562.2,452.5
2019.027496,2019,1,11,0,51,551.3,524.1,456.8
2019.027553,2019,1,11,1,21,489.6,510.8,455.6
2019.02761,2019,1,11,1,51,456.2,496.9,457.3
2019.027667,2019,1,11,2,21,431.6,480.7,463.5
2019.027724,2019,1,11,2,51,387.9,478.7,464.8
2019.027781,2019,1,11,3,21,358.6,470.5,465.4
2019.027838,2019,1,11,3,51,356.0,468.7,465.2
2019.027896,2019,1,11,4,21,343.0,472.0,461.5
2019.027953,2019,1,11,4,51,343.4,477.5,460.1
2019.02801,2019,1,11,5,21,374.3,484.4,456.9
2019.028067,2019,1,11,5,51,475.5,492.1,459.9
2019.028124,2019,1,11,6,21,548.6,500.2,461.5
2019.028181,2019,1,11,6,51,458.0,489.5,465.3
2019.028238,2019,1,11,7,21,521.8,488.8,465.1
2019.028295,2019,1,11,7,51,489.6,487.3,467.0
2019.028352,2019,1,11,8,21,348.1,461.6,471.5
2019.028409,2019,1,11,8,51,258.9,440.3,473.0
2019.028466,2019,1,11,9,21,231.1,437.6,473.5
2019.028523,2019,1,11,9,51,201.7,434.6,472.8
2019.02858,2019,1,11,10,21,198.4,433.7,470.5
2019.028638,2019,1,11,10,51,183.3,431.3,470.3
2019.028695,2019,1,11,11,21,191.5,431.8,470.7
2019.028752,2019,1,11,11,51,175.7,430.4,469.7
2019.028809,2019,1,11,12,21,166.6,430.3,470.7
2019.028866,2019,1,11,12,51,177.5,431.4,469.1
2019.028923,2019,1,11,13,21,170.8,430.7,470.0
2019.02898,2019,1,11,13,51,212.1,432.6,469.7
2019.029037,2019,1,11,14,21,178.4,431.7,469.5
2019.029094,2019,1,11,14,51,186.1,431.7,468.6
2019.029151,2019,1,11,15,21,185.8,432.2,469.1
2019.029208,2019,1,11,15,51,191.3,433.5,469.4
2019.029265,2019,1,11,16,21,212.3,437.2,467.3
2019.029323,2019,1,11,16,51,187.9,434.4,467.9
2019.02938,2019,1,11,17,21,200.5,436.0,467.7
2019.029437,2019,1,11,17,51,209.0,436.5,467.7
2019.029494,2019,1,11,18,21,192.1,434.4,468.2
2019.029551,2019,1,11,18,51,200.1,436.5,466.8
2019.029608,2019,1,11,19,21,190.2,434.8,465.9
2019.029665,2019,1,11,19,51,199.7,435.3,466.7
2019.029722,2019,1,11,20,21,200.3,436.6,466.2
2019.029779,2019,1,11,20,51,198.4,435.7,466.4
2019.029836,2019,1,11,21,21,227.0,437.1,465.3
2019.029893,2019,1,11,21,51,215.8,438.7,463.7
2019.02995,2019,1,11,22,21,223.5,440.0,463.1
2019.030008,2019,1,11,22,51,208.3,437.4,464.4
2019.030065,2019,1,11,23,21,256.4,438.3,462.4
2019.030122,2019,1,11,23,51,214.4,440.7,462.2
2019.030179,2019,1,12,0,21,199.5,438.9,461.5
2019.030236,2019,1,12,0,51,209.1,440.8,460.0
2019.030293,2019,1,12,1,21,208.4,440.9,459.6
2019.03035,2019,1,12,1,51,218.0,443.8,458.7
2019.030407,2019,1,12,2,21,224.3,443.5,458.1
2019.030464,2019,1,12,2,51,215.5,444.7,459.7
2019.030521,2019,1,12,3,21,227.1,446.3,457.9
2019.030578,2019,1,12,3,51,238.2,447.0,459.4
2019.030635,2019,1,12,4,21,295.0,455.8,466.3
2019.030692,2019,1,12,4,51,432.8,459.7,491.0
2019.030749,2019,1,12,5,21,402.1,452.1,491.6
2019.030807,2019,1,12,5,51,358.9,447.7,484.9
2019.030864,2019,1,12,6,21,323.4,445.1,476.4
2019.030921,2019,1,12,6,51,415.3,446.9,489.1
2019.030978,2019,1,12,7,21,556.1,453.8,513.0
2019.031035,2019,1,12,7,51,536.2,457.8,511.3
2019.031092,2019,1,12,8,21,467.8,454.0,497.4
2019.031149,2019,1,12,8,51,456.3,453.3,477.4
2019.031206,2019,1,12,9,21,498.5,454.4,485.6
2019.031263,2019,1,12,9,51,458.1,453.7,484.0
2019.03132,2019,1,12,10,21,431.9,451.8,476.7
2019.031377,2019,1,12,10,51,340.5,449.3,464.2
2019.031434,2019,1,12,11,21,357.2,448.4,465.3
2019.031491,2019,1,12,11,51,327.4,445.2,468.7
2019.031549,2019,1,12,12,21,324.5,441.9,464.3
2019.031606,2019,1,12,12,51,223.8,440.1,460.2
2019.031663,2019,1,12,13,21,235.0,440.7,460.2
2019.03172,2019,1,12,13,51,234.2,439.7,461.8
2019.031777,2019,1,12,14,21,220.3,438.9,461.2
2019.031834,2019,1,12,14,51,195.6,436.6,463.0
2019.031891,2019,1,12,15,21,189.2,435.6,465.9
2019.031948,2019,1,12,15,51,195.1,435.8,466.2
2019.032005,2019,1,12,16,21,198.2,435.8,466.6
2019.032062,2019,1,12,16,51,184.2,434.6,469.9
2019.032119,2019,1,12,17,21,189.2,434.9,471.6
2019.032176,2019,1,12,17,51,197.8,435.4,478.9
2019.032234,2019,1,12,18,21,197.1,435.7,481.6
2019.032291,2019,1,12,18,51,195.9,436.3,479.0
2019.032348,2019,1,12,19,21,195.4,435.8,481.3
2019.032405,2019,1,12,19,51,204.0,434.6,481.3
2019.032462,2019,1,12,20,21,199.5,435.3,488.6
2019.032519,2019,1,12,20,51,196.0,436.2,490.2
2019.032576,2019,1,12,21,21,180.5,435.3,496.5
2019.032633,2019,1,12,21,51,177.6,433.5,536.9
2019.03269,2019,1,12,22,21,171.8,431.9,562.5
2019.032747,2019,1,12,22,51,172.6,432.6,529.1
2019.032804,2019,1,12,23,21,172.7,432.6,501.4
2019.032861,2019,1,12,23,51,176.9,433.3,489.6
2019.032919,2019,1,13,0,21,175.0,433.2,478.5
2019.032976,2019,1,13,0,51,170.8,432.9,471.4
2019.033033,2019,1,13,1,21,163.7,432.4,471.8
2019.03309,2019,1,13,1,51,164.1,432.9,470.3
2019.033147,2019,1,13,2,21,158.4,432.1,470.8
2019.033204,2019,1,13,2,51,153.0,432.8,470.7
2019.033261,2019,1,13,3,21,155.8,432.5,470.0
2019.033318,2019,1,13,3,51,154.9,431.1,469.9
2019.033375,2019,1,13,4,21,158.2,431.0,469.8
2019.033432,2019,1,13,4,51,150.5,429.5,469.9
2019.033489,2019,1,13,5,21,153.8,429.4,470.2
2019.033546,2019,1,13,5,51,152.3,429.6,471.2
2019.033603,2019,1,13,6,21,153.7,429.6,469.8
2019.033661,2019,1,13,6,51,156.0,429.8,469.0
2019.033718,2019,1,13,7,21,163.5,429.9,469.6
2019.033775,2019,1,13,7,51,189.4,431.4,468.9
2019.033832,2019,1,13,8,21,195.3,432.8,469.1
2019.033889,2019,1,13,8,51,183.2,431.4,467.1
2019.033946,2019,1,13,9,21,186.7,430.3,469.5
2019.034003,2019,1,13,9,51,154.6,427.9,468.8
2019.03406,2019,1,13,10,21,155.5,427.0,470.0
2019.034117,2019,1,13,10,51,154.0,426.9,470.2
2019.034174,2019,1,13,11,21,167.8,427.5,470.3
2019.034231,2019,1,13,11,51,163.5,426.8,472.3
2019.034288,2019,1,13,12,21,171.0,426.4,472.6
2019.034345,2019,1,13,12,51,154.0,426.5,472.4
2019.034403,2019,1,13,13,21,166.4,426.2,474.7
2019.03446,2019,1,13,13,51,171.4,426.5,473.2
2019.034517,2019,1,13,14,22,170.7,426.6,473.4
2019.034574,2019,1,13,14,51,193.7,427.6,473.6
2019.034631,2019,1,13,15,22,193.9,428.8,474.2
2019.034688,2019,1,13,15,52,202.8,429.2,473.0
2019.034745,2019,1,13,16,21,182.1,429.6,473.0
2019.034802,2019,1,13,16,52,184.2,433.6,471.9
2019.034859,2019,1,13,17,22,184.9,432.2,471.4
2019.034916,2019,1,13,17,52,177.0,430.5,471.7
2019.034973,2019,1,13,18,21,186.4,432.1,471.1
2019.03503,2019,1,13,18,51,186.1,431.8,471.5
2019.035088,2019,1,13,19,22,191.8,433.8,471.2
2019.035145,2019,1,13,19,52,191.0,434.5,470.9
2019.035202,2019,1,13,20,22,226.6,439.8,471.1
2019.035259,2019,1,13,20,52,182.0,431.6,470.8
2019.035316,2019,1,13,21,22,186.0,433.8,471.0
2019.035373,2019,1,13,21,52,185.6,435.8,470.7
2019.03543,2019,1,13,22,22,174.6,433.0,471.1
2019.035487,2019,1,13,22,52,285.0,456.6,468.2
2019.035544,2019,1,13,23,22,311.6,467.7,468.0
2019.035601,2019,1,13,23,51,314.5,469.7,468.5
2019.035658,2019,1,14,0,22,368.3,482.6,466.9
2019.035715,2019,1,14,0,51,379.7,481.1,466.4
2019.035772,2019,1,14,1,21,476.5,482.7,465.9
2019.03583,2019,1,14,1,52,437.7,479.5,467.8
2019.035887,2019,1,14,2,22,420.8,477.6,468.1
2019.035944,2019,1,14,2,52,395.2,476.9,466.9
2019.036001,2019,1,14,3,22,277.8,470.4,468.2
2019.036058,2019,1,14,3,52,237.4,464.4,468.1
2019.036115,2019,1,14,4,21,243.7,459.0,469.8
2019.036172,2019,1,14,4,52,248.0,459.1,471.1
2019.036229,2019,1,14,5,22,324.6,467.4,470.3
2019.036286,2019,1,14,5,52,585.3,470.0,470.3
2019.036343,2019,1,14,6,22,413.5,467.7,470.6
2019.0364,2019,1,14,6,51,385.4,463.5,472.8
2019.036457,2019,1,14,7,21,227.5,440.3,471.3
2019.036514,2019,1,14,7,52,237.4,440.8,470.0
2019.036572,2019,1,14,8,21,219.5,442.8,469.2
2019.036629,2019,1,14,8,51,344.6,440.6,469.4
2019.036686,2019,1,14,9,21,185.0,435.9,468.7
2019.036743,2019,1,14,9,52,207.8,438.8,469.8
2019.0368,2019,1,14,10,22,224.3,437.5,470.3
2019.036857,2019,1,14,10,52,192.3,435.5,470.2
2019.036914,2019,1,14,11,21,194.7,436.4,468.7
2019.036971,2019,1,14,11,52,194.4,436.6,470.8
2019.037028,2019,1,14,12,21,186.0,435.7,470.0
2019.037085,2019,1,14,12,52,190.2,436.1,468.8
2019.037142,2019,1,14,13,21,199.1,438.8,470.2
2019.037199,2019,1,14,13,51,230.7,441.2,470.0
2019.037257,2019,1,14,14,22,201.2,439.0,472.0
