"","Sens.IRR","Sens.IAQ","Sens.SO2","Sens.H2S","Sens.OZO","Sens.NO2","Sens.CMO","Izero.IRR","Izero.IAQ","Izero.SO2","Izero.H2S","Izero.OZO","Izero.NO2","Izero.CMO","n.IRR","n.IAQ","n.SO2","n.H2S","n.OZO","n.NO2","n.CMO","IRR.IRR","IAQ.IRR","SO2.IRR","H2S.IRR","OZO.IRR","NO2.IRR","CMO.IRR","IRR.IAQ","IAQ.IAQ","SO2.IAQ","H2S.IAQ","OZO.IAQ","NO2.IAQ","CMO.IAQ","IRR.SO2","IAQ.SO2","SO2.SO2","H2S.SO2","OZO.SO2","NO2.SO2","CMO.SO2","IRR.H2S","IAQ.H2S","SO2.H2S","H2S.H2S","OZO.H2S","NO2.H2S","CMO.H2S","IRR.OZO","IAQ.OZO","SO2.OZO","H2S.OZO","OZO.OZO","NO2.OZO","CMO.OZO","IRR.NO2","IAQ.NO2","SO2.NO2","H2S.NO2","OZO.NO2","NO2.NO2","CMO.NO2","IRR.CMO","IAQ.CMO","SO2.CMO","H2S.CMO","OZO.CMO","NO2.CMO","CMO.CMO"
"5410EC38A3AF",62.69,15.1,9.63,202.54,72.09,22.21,3.65,22.05,278.052,7.551,32.829,5.016,1.726,41.303,10.45,11.88,11.94,12.77,16.98,36.2,12.77,1,-2.22578794030705e-16,-4.24914431319115e-16,7.25060016150437e-17,-4.94224203852378e-32,7.16724692597273e-18,0,2.45996409278663e-17,1,2.95195691134395e-16,-2.45996409278663e-17,1.10849270677816e-16,-1.29943403138484e-17,0,0.328725311235388,-1.06923190731839,2.26780181335247,-0.308647826797271,7.17258756190039e-17,-7.95572685657705e-17,0,0.644927911569519,1.24637698250101,-9.31522272852662,2.26780181335247,-6.4330867253676e-16,3.81964524318701e-16,0,-0.429894013776416,0.00117760976510637,0.541452844466416,0.0464534711927179,1.00916375181491,-0.00746781176343032,0,-0.056228783764477,-1.96948050781154,1.93602683287478,-0.391223430953871,-1.23834483985207,1.00916375181491,0,-0.000630323032040192,-0.99408315934909,-0.00988072178870412,0.000944766235442658,3.01780393879311e-17,8.6222969679803e-19,1
"5410EC38A56",58.66,15.14,10.13,178.81,61.55,23.56,3.61,24.236,226.2,8.219,30.528,2.222,5.499,44.26,10.28,12.01,13.15,12.72,16.02,23.29,12.21,1,2.2316040695983e-16,0,7.55944681417596e-17,0,3.34156321702672e-17,0,2.40283237670468e-17,1,0,-2.40283237670468e-17,0,-2.09528180113466e-17,0,0.387469489213429,-0.753156571290464,2.04681089260359,-0.287372249321544,0,1.09006054922897e-16,0,0.578564891642241,-0.236776557760226,-7.45591803848709,2.04681089260359,0,-2.6813356472959e-16,0,-0.410117272106307,-0.0260409100884455,0.346187067348204,0.0847657831308715,1.00714740283072,-0.00543859597528588,0,-0.0414417197858254,-1.56501047777335,1.41878985316694,-0.341873537340055,-1.32359311680013,1.00714740283072,0,-0.00125316010408606,-0.994209259780665,-0.0108775308714349,0.000927205334349465,-2.24208158586756e-17,0,1
"5410EC38A599",54.84,15.38,9.74,183.27,54.03,24.12,3.22,23.758,205.048,8.824,32.256,0.447,2.911,53.073,11.31,11.62,13.06,12.53,147.62,17.24,11.75,1,-2.23238933217746e-16,0,6.47686474613074e-17,-1.85149924600991e-17,-1.82204103671226e-17,0,-5.34996472207924e-17,1,0,4.27997177766339e-17,-1.14087765561322e-16,3.48621577713721e-17,0,0.224535297141432,-1.10800387475544,2.51685943460867,-0.379290716795526,7.66698176997721e-17,1.49061425153001e-16,0,1.09133843967199,1.42072909592194,-10.065424250887,2.51685943460867,0,-7.37321353570137e-16,0,-0.450070547316117,0.0352486973008642,0.369447834742607,0.072429105123999,1.0159286436103,-0.0137150366887391,0,-0.209680858542361,-2.23868409200872,1.90386049794639,-0.405792800722732,-1.179899526689,1.0159286436103,0,-0.000994940463186714,-0.991465677044249,-0.0145991941620137,0.00150009856021547,-3.43983757118779e-18,-8.59959392796949e-19,1
"5410EC38A62B",56.2,15.96,9.43,170.4,58.96,21.89,3.18,25.86,249.354,8.748,31.94,1.49,3.279,41.013,9.67,11.53,12.08,13.06,46.63,15.72,12.76,1,0,2.87673688788601e-16,0,7.82077605307307e-17,-4.61282648107653e-17,0,0,1,1.78678913709689e-16,0,-1.45948838477464e-16,4.23954636756181e-17,0,0.142777315355016,-0.994226521810066,2.60169715469814,-0.395197797798647,1.51558520562859e-16,6.40033231910509e-18,0,1.38263781859766,0.871800670244017,-10.5444183982761,2.60169715469814,0,-2.50283428277954e-16,0,-0.459951576475454,0.0467523980485028,0.296763383638512,0.0951316586777603,1.02417371559347,-0.0191520484815979,0,-0.205243603151585,-2.03333473622173,2.19205554083789,-0.472546319671999,-1.29271206382208,1.02417371559347,0,-0.000343245750927701,-0.992768113532028,-0.0139665867676797,0.00152152453001052,-3.78879193603948e-17,0,1
"5410EC38A699",51.63,15.91,11.17,194.06,62.1,21.69,2.56,22.418,237.431,8.231,34.284,1.003,1.461,42.172,10.35,12,12.66,12.6,465.69,19.45,11.82,1,2.29681515309057e-16,-3.03097675697654e-16,1.83540400971491e-17,1.51548837848827e-16,-4.67789934435773e-17,0,1.26990278697473e-16,1,-1.8471313265087e-16,4.61782831627174e-17,9.23565663254348e-17,-7.93540358091236e-17,0,0.165621818090264,-0.766022874450248,1.84045100767269,-0.259871682283384,0,3.60786595219326e-17,0,1.39786247811428,-0.695305421740452,-5.95220260391426,1.84045100767269,0,4.46373728285673e-17,0,-0.452850635907846,0.0737241902272242,0.25824744952359,0.0950517079457875,1.02107778190702,-0.0167456756232751,0,-0.226255045670591,-1.58782497866311,1.15476841441678,-0.292092801244818,-1.28523060408636,1.02107778190702,0,0.000108591670692909,-0.994136982593088,-0.0102751459532862,0.00095085060860392,-2.22044604925031e-16,0,1
"5410EC38A6C7",58.87,15.49,10.55,176.21,56.68,26.47,2.84,21.438,221.569,6.019,29.985,5.02,1.434,41.354,10.69,11.95,13.28,12.53,19.3,23.89,12.41,1,-4.47760848810307e-16,2.94894916151471e-17,-4.22283193367168e-17,5.68029665384086e-17,8.83480595752613e-18,0,6.61460444011352e-17,1,-2.64584177604541e-16,4.40973629340902e-17,5.72135636684386e-18,5.11101758468999e-17,0,0.163506908582987,-0.838573589881878,1.99711875676961,-0.276600947812591,-4.08942851565551e-16,1.6441233741521e-16,0,1.39417394524919,-0.11282606583482,-7.19941340627876,1.99711875676961,1.56893142073909e-15,-7.3543660347145e-16,0,-0.453003161719865,0.00140892319799448,0.323658884080482,0.0838409216511854,1.01607906509508,-0.01239616459416,0,-0.198655993156218,-1.82236941612633,1.45933504744632,-0.338812748032968,-1.31795615533483,1.01607906509509,0,-0.000432000654655565,-0.994313861308291,-0.00906104762658885,0.000654955096282521,-1.00041856666637e-16,8.62429798850319e-19,1
"5410EC38A735",59.25,14.9,9.71,179.4,59.69,18.75,2.81,100.492,258.781,8.487,31.974,1.034,1.015,32.699,12.96,12.46,12.92,13.25,93.66,31.51,12.51,1,6.27480986035318e-16,-2.62233678008909e-16,2.96579422081742e-17,-3.25796067136965e-17,-2.12159587242387e-17,0,0,1,3.7251666032919e-16,-1.16411456352872e-16,-1.17363641799378e-16,3.08230315500626e-17,0,0.517896445527516,-1.05183724364633,2.54268662302738,-0.396659113192272,8.10099264405177e-17,1.06221129514701e-16,0,0.108997144054385,0.816905407989325,-9.8890168142781,2.54268662302738,0,-5.59072463463631e-16,0,-0.350627844799419,0.0293174976262008,0.472691952545596,0.0604221736312288,1.00392252609395,-0.00321255208350064,0,0.00949831741727212,-2.03872865670502,2.07499118760096,-0.468110571622555,-1.22578940436072,1.00392252609395,0,-0.00111740802593948,-0.994494670956009,-0.00855990366268991,0.000735344971379718,1.46639726457504e-16,-1.72517325244122e-18,1
"5410EC38A764",56.58,16.14,9.8,208.61,64.83,23.78,3.64,22.504,247.449,8.919,34.851,3.42,1.403,43.229,10.11,12.09,11.97,12.45,14.82,50.02,12.81,1,2.16639450631769e-16,-1.36462889708429e-16,0,1.36462889708429e-16,4.66562959346622e-17,0,2.06300538078784e-17,1,-8.25202152315136e-17,0,8.25202152315136e-17,2.674923029744e-17,0,0.296519655181467,-1.04834139919052,2.41328954145954,-0.349685654557488,0,1.43635050223423e-17,0,0.851486161618581,0.847076598968425,-9.75355101076289,2.41328954145954,0,-5.30880166471264e-17,0,-0.414576760636244,0.0737461849231021,0.346083488233186,0.0769167036111909,1.01999824886701,-0.016013972507212,0,-0.111031694503909,-2.33680172074979,2.135474945121,-0.44090809382699,-1.27377381318512,1.01999824886701,0,-0.00145339697290474,-0.992226348905776,-0.0132128567710726,0.00131454294612844,-5.85221035916065e-17,1.7212383409296e-18,1
"5410EC38A7D4",52.63,14.67,9.99,199.09,66.37,20.09,4.21,18.707,216.506,8.016,35.388,1.636,3.337,53.024,10.9,12.01,12.19,12.61,34.06,31.55,12.86,1,2.24412153140665e-16,-8.97648612562661e-16,1.46572405193587e-16,0,3.20536136505039e-17,0,0,1,0,2.02886419190209e-17,0,-1.04811505280631e-17,0,0.163890712214619,-1.02901829451825,2.62097613328649,-0.401271446006162,0,-4.45162125040789e-17,0,1.31684707893783,0.804822302535922,-10.5876951880241,2.62097613328649,0,2.78391404654527e-16,0,-0.452850000745494,0.0248828327584194,0.382395123795049,0.0730582983771042,1.00626601849718,-0.00503133009248591,0,-0.185692035496411,-2.25206735260181,2.15675926039562,-0.450798208791809,-1.25320369943639,1.00626601849718,0,-0.000324857445108086,-0.995521185968636,-0.00543139642148691,0.000131546792129675,-1.03617238327924e-17,0,1
"5410EC38A826",63.11,16.42,11.25,175.27,50.79,24.64,2.75,20.534,276.707,4.584,33.537,1.915,1.388,42.343,10.22,11.77,13.43,13.23,38.92,40.11,12.15,1,-4.47693139624036e-16,6.04576882156547e-16,0,0,-4.95566466039475e-17,0,-2.03181087962006e-17,1,-1.62544870369605e-16,0,0,1.71502296279632e-17,0,0.229143353526778,-0.988725578015106,2.75786355150167,-0.443188672726318,0,-1.08536894105089e-16,0,1.07502580257139,0.372281132639117,-10.9387899906762,2.75786355150167,0,2.71312280539362e-16,0,-0.420494928017265,0.0301741199097037,0.495723953988191,0.0583445750408938,1.01781924653854,-0.0138423417529241,0,-0.175018088929455,-2.09213535437295,2.23406662976679,-0.513971452020883,-1.31023871606906,1.01781924653854,0,-0.000330331901708035,-0.995971848694119,-0.00529553927705123,0.000250993161822134,4.59701721133854e-17,-4.33680868994202e-19,1
"5410EC38A8F4",56.74,15.21,10.16,202.46,56.81,13.25,3.46,25.264,204.217,8.146,34.342,0.731,1.395,44.227,10.01,11.92,12.13,12.8,106.51,25.32,12.68,1,-2.19498423215729e-16,-5.38763268611369e-16,1.43421915896075e-16,-1.34690817152842e-16,4.19631597063475e-17,0,3.07208763148934e-17,1,-3.27689347358863e-16,2.0480584209929e-17,-6.85151806315173e-17,2.68257721443908e-17,0,0.237868697393623,-0.976599701501912,2.28737672497655,-0.336015640899055,1.86503040748419e-17,-6.51473331511455e-18,0,1.11185365967581,0.415246436364276,-8.76362644640266,2.28737672497655,-1.16052474412894e-16,2.06265140069791e-17,0,-0.439871351882991,0.0908129333515475,0.261148085622153,0.093905624570222,1.00855824198939,-0.00665648439712997,0,-0.152331340538796,-2.14962816029113,1.628172011128,-0.370735793906877,-1.29670333172576,1.00855824198939,0,-0.00058461933808214,-0.993608269891606,-0.010295985861999,0.000912480323127657,-1.11022302462516e-16,-5.55111512312578e-17,1
"5410EC38B785",64.02,16.35,6.78,204.5,52.09,22.39,3.04,23.836,273.862,7.993,35.115,2.363,2.712,36.889,9.54,11.91,12.79,13.34,25.01,18.78,12.97,1,0,-1.21826108603654e-15,8.18860307479331e-17,-2.9770907550752e-17,-5.20030417260039e-17,0,-2.12277654174322e-17,1,3.39644246678916e-16,-8.4911061669729e-17,-3.02432699419741e-18,1.60653474405084e-17,0,0.345864931334905,-1.21962631120516,3.39976704796187,-0.555861912341766,1.82680880957402e-16,-8.18239733122329e-17,0,0.50113191844095,1.9585707107349,-14.677474299461,3.39976704796187,-8.3804117569335e-16,1.96415900553129e-16,0,-0.45137792608689,0.158072960778892,6.31422656476661e-05,0.137691383678274,1.02067041307144,-0.0183720674352859,0,-0.0887199025686426,-2.47728036900275,3.54411879074962,-0.712891613326853,-1.14835628174668,1.02067041307144,0,-0.00121797419100841,-0.993003646141366,-0.0139719546416683,0.00168441458391278,3.53130281021859e-17,-8.61293368345997e-19,1
"5410EC388CD",59.35,17.38,9.41,193.43,66.9,22.23,4.32,18.018,272.78,7.552,28.664,5.342,1.083,44.896,9.39,11.7,13.6,12.67,13.53,-146.06,12.98,1,-2.1400858264665e-16,-2.64999212249302e-16,3.31249015311627e-17,3.67364771218085e-17,-2.01664675913412e-17,0,-1.00115667575077e-16,1,4.00462670300308e-16,-5.00578337875385e-17,1.89229171822895e-17,4.80296613867529e-17,0,0.190269684030383,-0.912583264059881,2.36893056595812,-0.324306594479667,-1.59222852772927e-16,7.27922394305875e-17,0,1.27195263673935,0.789505215923162,-9.99949281196582,2.36893056595812,6.90374121352785e-16,-4.96206399722315e-16,0,-0.558348180101294,-0.0559252094253166,0.609800526207421,0.0702594829636991,1.01920447238338,-0.0170207146888023,0,-0.120688166281674,-1.72798037752819,1.86588377042438,-0.407605655925284,-1.14996840619016,1.01920447238338,0,0.000174621324672253,-0.99564931963485,-0.00731869253699941,0.000501929008315227,6.73598736958255e-17,-1.72717624861091e-18,1
"5410EC38A46",52.79,17.36,11.43,195.35,60.11,20.54,2.34,17.817,231.897,6.458,28.678,2.178,1.332,39.325,8.94,11.64,12.11,12.22,54.41,23.89,12.39,1,0,-1.63253673547767e-16,-5.32047263442352e-17,0,-1.50755283227629e-17,0,-2.64278298432625e-18,1,1.6913811099688e-16,0,8.5757605208656e-19,1.0888404537602e-16,0,0.0609652326599866,-0.78060744101539,1.91141084751651,-0.224973056752693,9.88454387216438e-19,-9.22188491861978e-17,0,1.83971764944786,-0.0747031349584515,-7.74350762545889,1.91141084751651,-6.78048585170064e-18,-1.03296464147002e-17,0,-0.578977029464387,-0.0926235707366501,0.615876589521199,0.0755249639444051,1.00920899168073,-0.00827551373178195,0,-0.233637519067404,-1.85570800166425,1.25133284175296,-0.283091452431676,-1.12304776594231,1.00920899168073,0,0.000232833642115238,-0.994022561567308,-0.00988061786584993,0.000562948722810513,1.11022302462516e-16,0,1
"5410EC38A5FE",59.98,15.87,9.92,201.3,69.61,26.19,3.26,18.109,217.043,7.944,28.493,0.449,1.269,47.047,8.65,11.75,11.96,13.19,113.53,38.02,12.04,1,-2.11289946641004e-16,0,-3.388273584566e-17,8.33162489155737e-17,3.60148566845996e-17,0,-3.45156797871632e-17,1,0,-5.75261329786053e-17,-1.45134053933066e-16,3.58464000806857e-17,0,0.122229149507174,-0.729777533949743,1.93691949070174,-0.252961685485647,1.71414293813195e-16,1.68777976381961e-16,0,1.64908767605533,-0.464949969756941,-7.17396240966111,1.93691949070174,0,-6.62981653959421e-16,0,-0.569864178806176,0.0824527897776463,0.340653821333364,0.113469231520549,1.03110948040001,-0.0300052858796403,0,-0.24502940213583,-1.74270953366555,1.43845611454907,-0.327333866384385,-1.06905430927873,1.03110948040001,0,4.27204328658768e-05,-0.994539609527103,-0.00944775093818567,0.000633876272527047,7.24605507542898e-17,-1.72525120843547e-18,1
"5410EC38A625",58.58,18.16,11.07,200.59,66.74,24.61,3.56,18.205,216.282,6.152,30.716,0.491,4.532,44.917,9.41,11.83,13.06,12.3,-1232.29,10.71,12.25,1,0,-1.47245052466955e-16,-1.70255260577413e-18,-2.26023291582458e-17,-3.40813972018744e-17,0,-2.11896024981475e-17,1,1.6951681998518e-16,3.17844037472213e-17,-1.39860286709995e-16,-1.46386331729446e-17,0,-0.0378296241825227,-0.784470868683295,1.84596704564862,-0.222254432296094,3.74660498176151e-17,-3.46357812328466e-18,0,2.28679089852594,-0.392268532530776,-7.02630436585236,1.84596704564862,2.81436724222629e-16,-1.03939699286766e-17,0,-0.623481674105087,0.00417933706925087,0.465811504052685,0.0993833521685964,1.02763731916717,-0.0278489713494304,0,-0.320137418783556,-1.9219556284014,1.23966922515905,-0.25874168233054,-1.0198272755415,1.02763731916717,0,0.000377600980489085,-0.994587131147172,-0.00796759988176954,0.000359299025765036,2.22044604925031e-16,-1.11022302462516e-16,1
"5410EC38A76E",52.53,16.37,9.98,195.68,72.13,21.05,3.29,21.389,198.601,6.956,31.866,0.718,1.514,58.29,8.82,11.75,11.92,12.48,-1092.31,36.44,11.66,1,-2.09278609731415e-16,-2.82239759498169e-16,7.05599398745422e-17,1.11022302462516e-16,-4.75943555940165e-17,0,2.947776735923e-17,1,-1.88657711099072e-16,4.7164427774768e-17,-2.68982824024448e-17,-8.39555095904323e-18,0,0.136830957154296,-0.697798711799569,2.09687833737846,-0.274061998695364,8.01990388377332e-17,-2.15317466590411e-16,0,1.57436146018136,-0.381800215764587,-8.3923361696898,2.09687833737846,0,7.87422390038879e-16,0,-0.566050520423654,-0.144846164464596,0.49169811379962,0.0951740791044192,1.01392993727911,-0.0133838751720842,0,-0.206962628789457,-1.4854077467638,1.50065949092318,-0.327880330162873,-1.05529827872009,1.01392993727911,0,0.000701623663221632,-0.995926446783671,-0.00460927408609167,-0.000197567876947796,1.36175792864179e-16,-1.73472347597681e-18,1
"5410EC38A9D0",53.66,17.82,10.97,188.82,60.19,24.04,4,22.259,220.866,6.94,27.415,4.501,1.113,38.79,9.8,11.75,11.97,12.37,37.21,31.92,12.96,1,0,5.53358101543069e-16,-2.07169698654296e-17,-1.34425777737529e-16,1.0193956341007e-17,0,1.04867420513576e-17,1,8.38939364108605e-17,5.24337102567878e-17,2.66770026435454e-17,-1.853394118996e-17,0,0.137691485660065,-0.80707577239063,2.06500853364777,-0.280634659722731,1.37464093103136e-16,2.36561016236949e-16,0,1.59756081192005,-0.334247443777559,-7.83670738519327,2.06500853364776,-8.97296770388125e-16,-8.13175198164238e-16,0,-0.562074470337981,-0.0610764663305167,0.510802787456838,0.0871093703506387,1.02100107317423,-0.0210326221073891,0,-0.23922023817874,-1.84966193575054,1.4143200891283,-0.314898778074809,-1.01946957156447,1.02100107317423,0,0.000450084816095518,-0.993988505972521,-0.0101660370111481,0.000781564429815036,-3.8796641913637e-17,0,1
"5410EC38A9FF",62.33,15.14,8.14,213.5,80.06,22.26,4.02,19.165,240.098,8.666,31.376,0.894,1.544,43.758,9.59,11.7,12.29,13.01,66.06,26.42,12.44,1,2.05084146046949e-16,0,-8.48331229697191e-19,-1.86571213374771e-17,-1.56628470567321e-17,0,4.94424378119427e-17,1,0,7.19162731810075e-17,2.06979963163235e-16,-2.25314929112061e-17,0,0.0198862509663748,-0.79913280122757,2.22308497680077,-0.284332568532819,-1.56726050248744e-16,-1.49403442083051e-16,0,2.07985730284304,0.375549657760515,-9.56282233620621,2.22308497680077,0,6.77748948741919e-16,0,-0.62340676561344,0.189547276479071,-0.138858860513377,0.169879141228223,1.00843928551109,-0.00867257785539532,0,-0.335183265267595,-1.92121252196112,2.30596906040709,-0.425060532193775,-0.981312268730837,1.00843928551109,0,0.000351234483533795,-0.992154088502258,-0.016715464863964,0.00153790795610093,-1.88461872307681e-16,2.58166948366686e-18,1
"5410EC38AC69",63.42,16.66,10.84,202.13,72.3,24.47,3.74,18.987,230.099,7.875,32.165,2.099,0.824,40.185,9.87,11.81,11.98,12.68,33.27,72.53,12.6,1,0,-5.62795302488797e-16,3.4294472102441e-17,2.96765231596835e-17,3.89547073870829e-17,0,5.00093415721424e-17,1,-3.51955778487105e-16,8.79889446217763e-17,1.10836387798173e-16,-4.25429288327087e-17,0,0.00354892878726722,-0.849215016379844,2.23006710271912,-0.311094360829317,-7.7875815355108e-17,5.0278965097558e-17,0,2.07276753557515,0.0208961747659018,-8.81768532415141,2.23006710271912,0,2.44491546014857e-17,0,-0.609258421879469,-0.110638224605766,0.73571581271503,0.0611149035687328,1.02051127655776,-0.0196958676375647,0,-0.313747742744471,-1.78913455578483,1.60540825356204,-0.371480847355303,-1.06276044340725,1.02051127655776,0,0.000133626334416425,-0.994577561600029,-0.0089818182629114,0.000652963647676125,-1.13008266433571e-16,2.58797556718101e-18,1
"5410EC38B6F9",59.01,16.04,8.5,191.51,62.79,22.22,3.96,14.862,218.079,7.062,33.016,13.866,0.947,48.429,9.76,11.81,13.1,12.24,17.21,44.3,12.28,1,0,2.06300925351282e-16,2.18565303717649e-17,0,-6.45817645257491e-18,0,1.11296218971511e-16,1,-4.45184875886044e-16,8.90369751772087e-17,0,-4.72166080031024e-17,0,-0.0966696452629854,-0.780806610462564,2.37237534033504,-0.31149288218599,0,-3.10771660267041e-16,0,2.53670712309966,0.428077764375965,-10.4522112744481,2.37237534033503,0,1.49778228525378e-15,0,-0.628939059333074,-0.0748346944103567,0.564908033911881,0.0804472226568585,1.01435242752033,-0.0143023692280368,0,-0.413298608352859,-2.01676672024655,2.24349571410965,-0.416531803538369,-1.01790266101666,1.01435242752033,0,0.000914666470360429,-0.991909750818505,-0.0172598846560596,0.00146622285534062,2.15086141349396e-17,0,1
"5410EC38CF2F",57.66,17.48,10.66,187.83,65.37,18.06,4.34,21.695,203.402,8.108,30.499,0.986,1.667,56.891,8.95,11.98,13.67,12.42,43.67,88.68,12.19,1,0,-3.12499640502881e-16,9.76561376571503e-17,-4.52275177889249e-17,1.657660191901e-17,0,2.4764673544712e-17,1,-1.98117388357696e-16,6.191168386178e-17,-2.39082339262585e-17,-2.27444490431413e-17,0,0.199681765534885,-0.795453192450578,1.81777632186013,-0.22704026260033,2.02238636513823e-16,2.44098314140377e-17,0,1.4004662487199,-0.478357146112263,-6.547448533708,1.81777632186013,-7.44374934183879e-16,2.32617166932462e-17,0,-0.589414635205977,0.160520258944178,0.100728502947031,0.143749205849171,1.03897059209324,-0.0383380148482404,0,-0.187931105836552,-1.54654962178272,1.347780401353,-0.301947416228055,-1.05611360686277,1.03897059209324,0,-0.000117924814190107,-0.993826632088198,-0.00952307566154025,0.000589432150126389,8.53387122918509e-17,-3.44802877946873e-18,1
"5410EC38E340",57.53,16.72,9.32,194.85,68.85,18.56,3.28,20.744,204.159,7.679,30.688,0.377,1.372,58.746,9.84,12.02,12.99,12.31,-98.22,52.08,11.75,1,-2.09673847898991e-16,-6.83269971987349e-16,-1.70817492996837e-17,-2.32784733599213e-32,5.09353680315493e-17,0,6.11585006122497e-17,1,-4.44789095361816e-16,-1.11197273840454e-17,1.10977617423819e-16,4.46738206337629e-17,0,0.0878161676574946,-0.854888178881382,2.10988019762657,-0.25888230024878,1.03387732753462e-16,-1.13537537129036e-16,0,1.74151452601879,0.41147660050026,-9.04547838326463,2.10988019762657,-8.04320663910783e-16,4.49288495856414e-16,0,-0.591477938531978,-0.0975317554206845,0.631006460021622,0.0698203351130825,0.997859441818383,0.00209550482781853,0,-0.235248662343954,-1.92143528021522,1.74233419987244,-0.335294997878875,-1.01931341981748,0.997859441818383,0,0.000907228829335424,-0.995886956248005,-0.00533310197793646,5.43716126928131e-05,-6.91035392969001e-18,8.63794241211251e-19,1
"5410EC38E362",57.43,15.79,8.19,178.85,70.43,12.93,4.1,18.005,231.673,6.809,31.716,1.009,1.138,51.928,8.67,11.73,12.82,12.88,196.56,123.64,12.14,1,4.20658529743358e-16,8.75712054041119e-17,-1.36570709689281e-16,-2.92040131025031e-17,3.04404624691715e-17,0,4.8095758044607e-17,1,-4.99155975381868e-16,-2.07981656409112e-17,-2.14399556227281e-16,4.23593369252755e-17,0,-0.0295056787081549,-0.895955369512146,2.29965868005939,-0.330920884060546,1.81446623117898e-16,-2.27139269883225e-17,0,2.22728060255841,0.330475118222004,-9.03167950006524,2.29965868005939,-9.07047157784168e-17,1.84243953924909e-17,0,-0.601038499298568,0.0677758912197404,0.0548730486702034,0.15225862912809,1.00340577996648,-0.00341157965188604,0,-0.36929447418992,-2.05136336080232,1.84840593888407,-0.399768212173736,-1.00169999014053,1.00340577996648,0,0.000424158093807442,-0.991630161035439,-0.0157545476785246,0.00156707941093967,1.11022302462516e-16,-5.55111512312578e-17,1
"5410EC389CC5",56.31,17.64,10.59,133.95,35.97,15.71,4.53,22.613,171.696,4.926,18.227,3.557,1.948,38.658,14.5,11.63,14.06,12.34,36.65,17.73,12.64,1,2.46237432686478e-16,9.13560870358052e-16,1.32042323891721e-16,-9.00022810333101e-17,2.45937168122821e-17,0,0,1,-6.67054148847953e-16,8.33817686059941e-17,1.56894010693387e-17,-1.87592616897945e-17,0,2.49977203164882,-0.78726096007745,7.3242843753019,-1.92701921914193,-2.59238723125196e-16,-2.95344359553627e-17,0,-6.40050183066826,-0.272288255121817,-24.0375688913033,7.3242843753019,6.43667522126976e-16,1.94860285018909e-16,0,-0.177850296538455,-0.0100799100273946,0.720827884216639,-0.0573616419223747,0.997815880818476,0.00139694223314587,0,2.12683640332439,-1.92443174644484,7.30383904841826,-2.14437261433673,-1.56008512965969,0.997815880818476,0,-0.00857813953801763,-0.994743699251407,-0.0276453648888886,0.00647349550226654,1.89816577243857e-17,4.31401311917857e-19,1
"5410EC389E3A",53.7,14.52,10.81,147.33,35.53,22.99,4.15,23.33,166.996,4.906,19.356,1.314,1.698,39.732,14.04,11.74,13.08,11.9,29.01,15.37,12.31,1,0,0,-4.46701471208509e-17,1.26201383144468e-17,4.29696160101465e-17,0,-1.02952672262052e-16,1,0,1.54429008393077e-16,-9.53772927549395e-17,9.69908527914397e-20,0,1.93190316006732,-0.558572233798988,4.41393337520685,-1.07258581017526,-2.75623244527676e-16,2.58830654158531e-16,0,-4.21935456817827,-0.5396204370412,-14.0491085399459,4.41393337520685,1.1226711818721e-15,-7.41138397407753e-16,0,-0.0740868522375187,-0.0308623603450186,0.858515428721149,-0.085580951654091,1.00728620476215,-0.00463351654190582,0,1.18505292922791,-1.48687491034311,3.42241951854716,-1.03562566586526,-1.58395755698848,1.00728620476215,0,-0.00364998372582751,-0.996496156364472,-0.0130373467316806,0.00236807525579832,-1.6422130123578e-17,0,1
"5410EC389E4A",48.91,14.68,10.89,160.14,43.57,21.84,3.59,23.679,169.124,4.622,19.637,6.396,5.007,39.024,15.18,11.64,13.94,11.83,13.79,11.31,11.6,1,0,8.78234276777255e-16,-1.35913224310208e-16,0,-5.50511259819652e-17,0,1.99701786725766e-16,1,-7.98807146903065e-16,-9.98508933628832e-17,0,2.92980099486436e-17,0,3.16436237975086,-1.04234731857856,6.77479051670244,-1.69911746158897,0,7.54235572214928e-17,0,-8.94721842005924,1.08232583165296,-23.0254805291166,6.77479051670244,0,-4.27928848017738e-16,0,0.0731149819691621,-0.158463592437283,1.15015687709085,-0.158190235154647,1.0077219211513,-0.00513938179787161,0,2.53739571300679,-1.79999805119647,6.13431775377054,-1.74811622984931,-1.51410218652983,1.0077219211513,0,-0.00871196330448276,-0.994716011485709,-0.0215508796252513,0.004604960610013,7.07478458992253e-17,-4.31389304263569e-19,1
