,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
,,,,Sensitivities (nA/ppm),,,,,,,Izero(nA @ 10C),,,,,,,Izero(nA @ 20C),,,,,,,Izero(nA @ 40C),,,,,,,A (nA),,,,,,,1/m (T),,,,,,,SO2,,,,,,,H2S,,,,,,,O3,,,,,,,NO2,,,,,,,CO,,,,,,
Ship Date,Test Date,B.A.D.,Board B.C.,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO
102517,111017,5410EC38A0B2,088969-0045,49.21,13.81,12.27,147.44,45.59,19.14,3.13,2.011,14.263,0.913,2.571,0.628,0.354,3.976,3.652,31.902,1.366,3.769,0.812,0.558,9.415,23.999,149.593,5.158,18.488,3.868,1.222,40.613,1.294,5.642,0.284,0.746,0.319,0.129,1.632,14.12,11.65,13.54,12.34,17.14,19.23,11.94,-0.9080,0.7756,1.0000,0.2186,-0.0056,-0.0006,0.0635,-1.9014,2.5295,3.0912,1.0000,0.0197,-0.0065,-0.1038,0.6998,-0.3948,-0.5527,-0.1175,1.0000,0.0066,0.1133,1.0000,1.3020,-1.0093,0.0046,1.6048,1.0000,0.1145,-0.0037,1.0000,0.0053,0.0007,0.0002,-0.0001,1.0000
110917,111017,5410EC38A19E,088969-0025,49.35,17.30,10.70,155.28,49.07,16.46,3.57,1.556,16.153,1.243,2.609,0.579,1.055,4.217,2.817,35.838,1.493,5.034,0.585,0.673,9.689,18.974,172.319,4.674,20.602,1.729,2.573,44.089,0.715,6.558,0.319,0.765,0.268,0.494,1.644,12.28,11.74,14.15,11.84,26.13,29.40,11.76,-0.8028,0.8512,1.0000,0.2318,0.0114,-0.0081,-0.0763,-1.7935,2.6153,2.9052,1.0000,-0.0008,-0.0152,-0.1897,0.6614,-0.4167,-0.5160,-0.1255,1.0000,0.0111,0.0414,1.0000,1.0578,-0.9264,0.0048,1.5209,1.0000,0.1452,-0.0030,1.0000,0.0073,0.0008,-0.0002,-0.0003,1.0000
102517,111017,5410EC38A1A9,088969-0028,55.81,15.28,12.39,152.47,39.10,21.09,2.92,1.538,14.764,0.808,2.345,0.733,1.592,4.143,2.919,32.616,1.666,4.662,0.930,1.924,9.604,22.081,158.540,5.577,18.640,2.403,2.952,39.201,0.888,5.735,0.316,0.797,0.300,1.129,1.719,12.64,11.54,14.01,12.39,22.63,36.23,12.18,-0.8691,0.7071,1.0000,0.2410,-0.0002,-0.0174,-0.0245,-1.8377,2.3905,3.0525,1.0000,-0.0015,0.0129,-0.2036,0.6675,-0.3645,-0.5421,-0.1280,1.0000,-0.0045,-0.0002,1.0000,1.1446,-0.9940,0.0179,1.6685,1.0000,-0.0684,-0.0023,1.0000,0.0040,0.0009,0.0001,-0.0003,1.0000
102517,111017,5410EC38A1FA,088969-0049,49.29,13.02,11.71,161.27,50.11,15.40,4.15,1.893,14.656,0.792,2.433,1.679,0.473,4.755,3.158,32.649,1.852,4.590,1.117,0.557,10.728,19.591,156.345,5.178,22.897,5.192,3.086,44.503,1.053,5.866,0.287,0.858,0.913,0.114,1.991,13.98,11.68,13.66,12.07,24.20,12.34,12.33,-0.8199,0.7022,1.0000,0.2331,0.0078,-0.0281,-0.0507,-1.7720,2.3987,2.7304,1.0000,0.0098,-0.0254,-0.1500,0.6817,-0.3363,-0.4484,-0.1172,1.0000,-0.0015,0.0464,1.0000,1.5756,-0.9808,0.0147,1.6321,1.0000,0.0302,-0.0029,1.0000,0.0058,0.0009,0.0001,0.0002,1.0000
111717,111017,5410EC38B853,088969-0043,54.04,16.66,11.85,173.56,40.74,20.09,2.86,2.442,17.066,0.895,2.298,0.508,0.299,3.775,4.055,38.651,1.649,3.848,0.769,0.395,8.870,24.312,190.962,5.200,17.217,2.811,2.107,37.602,1.541,6.810,0.334,0.613,0.287,0.178,1.476,14.27,11.63,14.18,11.41,17.79,17.61,11.76,-1.0061,0.8477,1.0000,0.2612,-0.0064,-0.0271,0.0530,-1.8944,2.8935,2.7007,1.0000,-0.0004,-0.0003,-0.3480,0.7113,-0.4599,-0.4979,-0.1345,1.0000,0.0036,0.0730,1.0000,0.8145,-0.9077,0.0080,1.6515,1.0000,-0.0833,-0.0021,1.0000,0.0057,0.0005,-0.0002,-0.0004,1.0000
111717,111017,5410EC38B862,088969-0015,56.50,13.43,11.46,152.26,23.23,20.53,3.88,2.752,16.367,1.076,2.660,0.397,1.112,3.534,5.061,37.197,1.578,4.748,0.990,1.902,8.972,24.601,195.136,4.717,18.761,4.231,3.893,34.999,1.984,6.628,0.318,0.893,0.147,0.733,1.268,15.91,11.50,15.31,12.73,12.25,21.91,11.25,-0.9848,0.6915,1.0000,0.2767,0.0177,0.0030,-0.1360,-1.7691,2.5479,2.5811,1.0000,0.0015,0.0030,-0.2023,0.6892,-0.3686,-0.5027,-0.1350,1.0000,0.0079,0.0303,1.0000,1.3631,-0.9020,0.0156,2.1102,1.0000,-0.1545,-0.0018,1.0000,0.0053,0.0007,0.0000,0.0004,1.0000
111717,111017,5410EC38B876,088969-0036,50.66,14.55,11.18,172.32,42.83,20.96,3.79,2.094,14.791,1.009,2.466,0.708,0.513,4.279,3.494,33.486,1.329,4.909,0.599,0.597,9.590,20.485,155.846,5.418,21.423,2.974,1.897,38.481,1.290,6.062,0.262,0.851,0.273,0.127,1.775,14.68,11.78,13.18,12.28,19.73,14.44,12.40,-0.8735,0.6835,1.0000,0.2312,-0.0011,0.0033,-0.0269,-1.8091,2.4872,3.0820,1.0000,0.0088,0.0064,-0.1468,0.6535,-0.3434,-0.4684,-0.1194,1.0000,-0.0027,0.0501,1.0000,1.3592,-1.0288,0.0050,1.7213,1.0000,-0.0819,-0.0033,1.0000,0.0070,0.0008,0.0000,0.0004,1.0000
120417,111017,5410EC38BA5C,088969-0002,51.28,15.48,11.48,155.09,40.86,16.35,3.59,3.621,15.464,0.985,2.407,0.374,0.571,4.221,5.788,33.947,1.449,4.635,0.585,0.782,10.102,28.253,156.972,4.814,20.072,1.430,2.780,40.719,2.237,6.151,0.293,0.792,0.237,0.240,1.834,16.31,11.80,13.93,12.07,20.47,16.13,12.36,-0.9176,0.7847,1.0000,0.2326,0.0006,-0.0173,-0.1734,-1.8760,2.7641,2.7904,1.0000,0.0043,0.0079,-0.1728,0.6931,-0.4575,-0.4901,-0.1234,1.0000,-0.0005,0.0861,1.0000,1.0015,-0.8955,0.0114,1.7094,1.0000,0.0223,-0.0034,1.0000,0.0064,0.0007,-0.0002,-0.0009,1.0000
120417,111017,5410EC38BAEB,088969-0037,55.11,16.67,10.62,128.69,33.65,19.90,3.91,1.623,14.301,0.937,2.475,0.486,1.066,4.169,2.780,32.164,1.344,4.573,0.652,0.438,9.621,17.991,144.965,5.856,17.647,0.613,2.644,43.422,0.925,5.808,0.310,0.752,0.254,0.330,1.665,13.72,11.83,13.26,12.25,31.16,26.23,11.86,-0.7310,0.8445,1.0000,0.2559,-0.0026,-0.0173,-0.0453,-1.8279,2.7266,2.9155,1.0000,0.0018,0.0004,-0.2553,0.6733,-0.4256,-0.5084,-0.1312,1.0000,-0.0001,0.0675,1.0000,0.6964,-0.9496,0.0117,1.6266,1.0000,0.0301,-0.0022,1.0000,0.0072,0.0009,0.0002,-0.0004,1.0000
120417,111017,5410EC38BB99,088969-0012,47.70,16.56,9.10,166.15,23.71,17.84,3.07,2.258,14.946,1.343,2.447,0.204,0.765,3.720,4.205,33.361,1.584,4.965,0.308,1.473,9.120,24.885,162.811,5.477,19.034,1.917,5.472,41.374,1.453,5.852,0.318,0.742,0.075,0.371,1.572,14.39,11.51,14.13,11.90,14.45,14.51,11.72,-0.9359,0.7005,1.0000,0.2410,0.0017,-0.0459,-0.1116,-1.7964,2.4120,3.4743,1.0000,0.0103,-0.0782,-0.1580,0.6943,-0.3499,-0.6145,-0.1254,1.0000,0.0147,-0.0129,1.0000,0.9960,-1.1446,0.0101,1.9872,1.0000,-0.0785,-0.0033,1.0000,0.0063,0.0008,0.0003,-0.0011,1.0000
120417,111017,5410EC38BC45,088969-0042,47.19,15.31,9.87,149.56,39.03,19.39,3.15,2.227,15.745,0.993,2.781,0.472,0.269,3.572,3.386,34.860,1.339,5.037,0.494,0.442,8.755,20.493,176.242,5.539,21.591,3.522,0.783,40.341,1.224,6.187,0.279,0.896,0.308,0.135,1.478,14.39,11.51,13.36,12.28,18.07,25.84,11.55,-0.8796,0.7436,1.0000,0.2453,-0.0121,0.0043,-0.3559,-1.7935,2.5579,3.2613,1.0000,0.0062,0.0119,-0.1150,0.6937,-0.3986,-0.4506,-0.1205,1.0000,-0.0042,0.0631,1.0000,0.9088,-1.0646,0.0097,1.6424,1.0000,-0.0509,-0.0026,1.0000,0.0063,0.0008,0.0002,0.0000,1.0000
102517,111417,5410EC389C2A,088969-0032,56.65,15.54,8.79,169.84,47.17,24.29,3.97,0.901,16.648,0.739,2.823,1.119,0.378,4.308,2.027,35.900,1.439,5.173,1.033,0.293,9.939,20.926,220.118,5.388,23.995,1.833,1.001,52.552,0.349,6.957,0.218,0.877,1.271,0.162,1.850,9.95,11.62,12.48,12.22,156.03,30.75,11.88,-0.5020,0.8117,1.0000,0.1687,0.0071,0.0053,-0.0105,-1.6822,3.0339,4.0087,1.0000,0.0008,0.0061,-0.1124,0.5984,-0.4894,-0.6536,-0.1331,1.0000,0.0120,0.1033,1.0000,0.2193,-1.4842,-0.0424,1.2574,1.0000,-0.1230,-0.0023,1.0000,0.0074,0.0008,0.0002,-0.0001,1.0000
102517,111417,5410EC389D81,088969-0033,57.60,16.84,8.49,181.02,47.06,23.11,2.32,1.216,16.946,0.673,2.469,0.408,0.665,3.508,1.831,36.674,1.370,4.698,0.501,1.313,8.116,19.807,219.277,5.475,22.634,1.816,1.876,44.174,0.487,7.152,0.221,0.722,0.161,0.260,1.498,11.36,11.69,12.63,11.65,19.57,19.22,11.84,-0.4765,0.8099,1.0000,0.1525,0.0104,0.0131,0.1232,-1.6556,2.8759,3.9813,1.0000,-0.0137,-0.0124,-0.0953,0.6022,-0.4463,-0.6519,-0.1292,1.0000,0.0066,0.1254,1.0000,0.1500,-1.1171,-0.0324,1.5243,1.0000,0.1895,-0.0019,1.0000,0.0087,0.0006,0.0001,0.0002,1.0000
102517,111417,5410EC38A090,088969-0030,63.68,15.24,10.77,193.61,27.68,22.67,4.13,0.501,16.200,0.804,3.385,0.618,0.270,4.040,1.384,36.575,1.802,6.393,0.825,0.519,9.780,13.747,220.044,5.174,23.503,3.187,0.897,39.321,0.246,7.390,0.322,0.953,0.237,0.155,1.957,10.04,11.76,14.28,11.88,17.37,24.43,12.78,-0.4291,0.9133,1.0000,0.1761,0.0128,-0.0040,-0.0754,-1.7153,2.9393,3.5923,1.0000,-0.0007,-0.0055,0.0955,0.6250,-0.5069,-0.5614,-0.1367,1.0000,0.0006,0.0263,1.0000,0.1656,-1.2351,-0.0230,1.4526,1.0000,0.1384,-0.0011,1.0000,0.0058,0.0006,0.0002,0.0002,1.0000
102517,111417,5410EC38A131,088969-0027,65.60,15.36,9.47,165.91,49.23,24.61,2.95,1.093,17.832,1.022,2.639,0.743,0.743,3.125,2.358,40.031,1.550,5.707,0.993,0.444,8.579,21.689,235.193,4.764,20.135,0.489,1.310,35.835,0.432,8.232,0.282,0.832,0.402,0.393,1.361,9.93,11.93,13.71,11.87,74.90,45.39,11.64,-0.5518,0.8110,1.0000,0.1824,0.0127,-0.0057,0.1104,-1.7177,2.9599,4.1422,1.0000,-0.0033,-0.0076,0.0765,0.6075,-0.5148,-0.6262,-0.1424,1.0000,0.0045,0.0919,1.0000,0.0898,-1.4734,-0.0234,1.4374,1.0000,-0.1014,-0.0015,1.0000,0.0063,0.0006,0.0000,0.0000,1.0000
102517,111417,5410EC38A1B,088969-0047,66.50,16.10,10.72,170.19,45.14,24.74,4.18,0.688,16.119,1.022,2.596,1.546,0.423,3.930,1.500,34.351,1.298,5.430,2.929,0.379,8.839,18.333,212.634,5.788,23.853,3.094,0.767,50.083,0.254,6.717,0.230,0.890,0.624,0.160,1.681,9.57,11.65,12.63,12.15,23.58,31.06,11.76,-0.4543,0.7999,1.0000,0.1657,0.0145,0.0042,-0.0773,-1.7329,2.9379,3.8374,1.0000,0.0060,-0.0052,-0.1177,0.6322,-0.4620,-0.6161,-0.1340,1.0000,0.0058,0.0813,1.0000,0.1731,-1.2932,-0.0430,1.4341,1.0000,-0.1726,-0.0019,1.0000,0.0055,0.0007,-0.0004,-0.0001,1.0000
102517,111417,5410EC38A20,088969-0048,60.89,16.90,9.27,169.50,52.49,17.77,3.31,0.974,16.401,0.888,2.377,0.349,0.490,3.581,2.372,35.089,1.431,5.145,0.500,0.902,8.209,23.318,211.399,5.527,23.092,0.347,0.951,43.251,0.524,6.886,0.250,0.772,0.245,0.288,1.543,10.85,11.68,12.79,11.81,178.23,33.57,11.95,-0.5158,0.9034,1.0000,0.1500,0.0017,0.0200,-0.0488,-1.7215,2.9718,3.5944,1.0000,0.0000,0.0011,0.0121,0.6216,-0.4823,-0.4819,-0.1257,1.0000,0.0023,0.0559,1.0000,0.1893,-1.0222,-0.0327,1.4787,1.0000,0.1070,-0.0028,1.0000,0.0074,0.0006,-0.0001,0.0002,1.0000
111717,111417,5410EC38B848,088969-0017,60.72,15.47,8.66,185.35,57.95,25.61,3.56,1.000,17.502,0.764,3.090,2.405,0.705,3.534,1.359,35.938,0.931,5.850,2.332,1.069,7.451,19.099,217.007,4.853,27.337,5.364,2.081,38.628,0.376,7.517,0.205,0.860,3.861,0.267,1.558,10.82,12.04,13.11,11.47,178.82,18.12,12.38,-0.4120,0.8573,1.0000,0.1674,-0.0025,0.0005,0.1734,-1.7222,3.1321,3.7428,1.0000,-0.0173,-0.0143,-0.0391,0.6189,-0.5259,-0.6102,-0.1285,1.0000,0.0095,0.1077,1.0000,0.1267,-1.3572,-0.0233,1.3568,1.0000,-0.0717,-0.0015,1.0000,0.0071,0.0009,-0.0003,-0.0003,1.0000
111717,111417,5410EC38B8B7,088969-0019,65.45,15.06,10.24,194.81,51.04,27.14,2.74,0.687,15.883,0.911,3.097,0.377,0.536,2.936,2.493,36.915,1.467,6.138,0.463,0.941,7.700,21.137,231.420,5.874,23.938,1.511,1.306,33.540,0.388,7.082,0.275,1.086,0.142,0.234,1.326,9.84,11.40,13.00,12.49,20.42,24.29,11.82,-0.4640,0.7983,1.0000,0.1765,-0.0034,0.0022,-0.2207,-1.7045,2.8537,3.5636,1.0000,-0.0006,0.0204,0.0425,0.6351,-0.4677,-0.6639,-0.1406,1.0000,0.0174,-0.0502,1.0000,0.1971,-1.2674,-0.0246,1.4131,1.0000,-0.0363,-0.0018,1.0000,0.0073,0.0006,0.0000,-0.0001,1.0000
120417,111417,5410EC38B92,088969-0031,57.14,15.44,7.38,173.55,50.53,16.95,3.50,1.020,17.475,0.920,2.816,0.744,0.422,3.915,2.136,37.386,1.696,5.079,0.625,0.465,9.244,21.322,237.850,7.175,23.807,4.661,1.006,44.638,0.325,7.455,0.257,0.837,0.376,0.283,1.754,9.80,11.72,12.38,12.00,22.23,37.55,12.20,-0.4967,0.8784,1.0000,0.1485,0.0127,-0.0454,0.1154,-1.7214,2.9045,3.8776,1.0000,-0.0051,-0.0142,-0.0191,0.6189,-0.4784,-0.6641,-0.1236,1.0000,-0.0038,0.0587,1.0000,0.1482,-1.3379,-0.0211,1.4976,1.0000,-0.0981,-0.0020,1.0000,0.0141,0.0007,0.0002,0.0002,1.0000
120417,111417,5410EC38B9B0,088969-0013,60.76,15.86,10.29,167.45,56.19,26.48,5.00,1.480,15.809,1.108,2.765,1.092,0.221,4.533,2.352,33.874,1.441,4.979,1.383,0.324,9.471,22.757,210.649,6.656,25.354,3.164,2.165,51.768,0.548,6.731,0.328,0.966,0.612,0.103,2.040,11.40,11.66,13.75,12.48,26.42,13.15,12.39,-0.4284,0.8201,1.0000,0.1572,0.0026,0.0112,-0.1162,-1.6914,2.8619,4.0793,1.0000,-0.0042,0.0060,-0.0692,0.6248,-0.4740,-0.6622,-0.1322,1.0000,0.0224,0.0635,1.0000,0.1037,-1.3905,-0.0500,1.4402,1.0000,0.0503,-0.0023,1.0000,0.0071,0.0007,-0.0001,-0.0001,1.0000
120417,111417,5410EC38B9E3,088969-0005,58.29,17.49,8.89,199.14,44.03,21.85,3.40,0.723,16.912,1.041,2.535,0.628,1.401,3.389,2.373,35.966,1.624,4.838,0.941,1.601,7.933,19.796,237.077,6.473,22.854,1.166,2.409,41.294,0.336,6.970,0.312,0.912,0.257,0.957,1.417,9.98,11.46,13.70,12.55,32.64,37.92,11.63,-0.4233,0.9181,1.0000,0.1467,0.0061,0.0026,-0.1630,-1.6956,3.1898,3.4347,1.0000,-0.0021,0.0008,-0.0885,0.6118,-0.5129,-0.6027,-0.1215,1.0000,0.0129,0.0610,1.0000,0.1562,-1.1984,-0.0266,1.4512,1.0000,-0.0276,-0.0017,1.0000,0.0085,0.0006,0.0000,0.0000,1.0000
120417,111417,5410EC38BAFA,088969-0040,61.11,17.52,10.23,182.02,51.93,28.56,3.01,1.673,16.292,0.960,2.625,0.250,0.922,3.225,2.380,34.802,1.874,5.264,0.340,1.071,7.379,20.312,222.604,6.444,22.671,0.874,0.962,37.212,0.714,6.872,0.262,0.908,0.185,0.841,1.395,12.59,11.66,12.89,12.37,50.33,-108.83,11.98,-0.4897,0.9669,1.0000,0.1606,0.0062,-0.0203,-0.2001,-1.7147,3.3958,3.7028,1.0000,0.0017,-0.0031,0.0910,0.6124,-0.6087,-0.5722,-0.1355,1.0000,0.0060,0.0146,1.0000,0.1305,-1.3219,-0.0387,1.5489,1.0000,0.2137,-0.0023,1.0000,0.0082,0.0007,0.0001,-0.0001,1.0000
120417,111417,5410EC38BB18,088969-0044,64.01,15.52,10.03,189.81,30.35,17.68,3.79,0.913,15.851,0.971,3.098,0.339,0.503,3.433,1.819,33.259,1.625,5.702,0.364,0.860,7.988,21.770,210.147,6.501,24.754,2.205,2.731,49.050,0.302,6.597,0.247,1.187,0.107,0.171,1.464,9.74,11.63,12.55,13.38,17.78,16.17,11.46,-0.4065,0.8706,1.0000,0.1628,-0.0053,-0.0101,-0.0515,-1.7263,3.1332,3.8442,1.0000,-0.0046,-0.0289,-0.0859,0.6305,-0.5082,-0.6276,-0.1297,1.0000,-0.0040,0.0513,1.0000,0.1993,-1.3398,-0.0492,1.5711,1.0000,0.0344,-0.0015,1.0000,0.0086,0.0007,0.0000,-0.0006,1.0000
120417,111417,5410EC38BB89,088969-0001,74.96,15.81,7.88,179.15,48.07,27.76,3.26,0.950,14.982,0.696,2.755,0.632,0.396,3.436,1.705,32.282,1.275,4.919,1.614,0.349,7.766,18.821,209.702,5.608,24.165,3.634,0.390,43.088,0.341,6.117,0.208,0.888,0.214,0.219,1.451,10.26,11.40,12.73,12.19,14.11,193.70,11.68,-0.3781,0.8053,1.0000,0.1637,0.0027,-0.0012,0.0127,-1.5372,2.9787,3.5773,1.0000,-0.0223,-0.0014,0.0700,0.5626,-0.5196,-0.5908,-0.1319,1.0000,-0.0004,0.1318,1.0000,1.5471,-1.2428,-0.0123,1.6371,1.0000,1.8780,-0.0016,1.0000,0.0057,0.0007,-0.0004,0.0000,1.0000
120417,111417,5410EC38BC37,088969-0038,63.57,15.31,10.75,176.36,50.16,26.16,3.01,0.916,15.836,0.748,3.165,0.447,0.595,3.796,2.106,37.391,1.759,5.287,0.723,0.555,9.168,21.221,231.681,5.670,22.282,1.711,0.692,34.306,0.449,7.198,0.300,0.840,0.183,0.275,1.766,10.29,11.45,13.85,11.80,25.12,80.26,12.88,-0.5334,0.8229,1.0000,0.1619,0.0000,0.0057,0.1040,-1.7440,2.8766,3.5332,1.0000,-0.0022,0.0013,0.0449,0.6461,-0.4793,-0.5940,-0.1265,1.0000,-0.0026,0.0300,1.0000,0.1546,-1.2204,-0.0212,1.4278,1.0000,-0.1193,-0.0019,1.0000,0.0067,0.0007,-0.0002,0.0000,1.0000
102517,111617,5410EC388E6A,088726-0034,52.22,16.19,9.79,196.41,55.54,18.06,3.53,1.396,11.879,0.877,3.503,0.667,0.631,3.333,3.012,26.445,1.819,6.065,0.804,0.669,7.920,22.327,164.130,7.307,25.852,0.918,0.928,42.954,0.713,4.680,0.265,1.355,0.375,0.445,1.349,11.98,11.42,12.10,13.89,146.66,223.22,11.62,-0.4149,0.9942,1.0000,0.1371,0.0041,0.0063,0.0538,-1.7896,3.4172,3.7532,1.0000,0.0007,0.0088,-0.0432,0.6846,-0.6838,-0.7765,-0.1376,1.0000,0.0064,0.0048,1.0000,0.1805,-1.3079,-0.0447,1.1689,1.0000,-0.1323,-0.0021,1.0000,0.0065,0.0005,-0.0001,0.0003,1.0000
102517,111617,5410EC389CD5,088969-0039,60.46,17.43,10.64,171.94,52.17,27.21,2.75,0.671,24.919,1.409,3.420,0.435,0.312,6.101,1.367,56.009,2.101,6.437,0.581,0.413,16.585,11.523,267.805,8.335,27.940,1.096,0.824,80.749,0.272,10.530,0.350,1.249,0.149,0.173,2.386,10.38,12.29,12.68,12.89,20.01,48.37,11.15,-0.3139,0.9807,1.0000,0.1359,0.0099,0.0123,-0.1879,-1.8474,3.5507,4.1102,1.0000,0.0013,0.0026,-0.2998,0.7115,-0.6047,-0.7794,-0.1593,1.0000,0.0040,0.1425,1.0000,0.3188,-1.3748,-0.0788,1.4349,1.0000,-0.1182,-0.0035,1.0000,0.0046,0.0005,0.0000,0.0002,1.0000
110917,111617,5410EC38A3CE,088726-A,61.16,14.96,8.18,175.13,57.83,13.84,2.71,0.840,11.234,0.999,2.515,0.742,0.658,2.650,1.044,25.299,1.725,4.930,0.816,0.848,6.961,12.077,157.425,6.304,22.947,5.055,0.908,42.848,0.299,4.129,0.213,0.944,0.204,0.487,0.948,11.38,11.02,11.86,12.72,13.01,135.18,10.51,-0.2976,0.8358,1.0000,0.1414,-0.0090,0.0127,-0.0473,-2.0760,2.9990,3.8302,1.0000,-0.0021,-0.0026,-0.0019,0.7574,-0.5614,-0.8252,-0.1343,1.0000,0.0008,0.0125,1.0000,-0.0421,-1.1741,-0.0389,1.2826,1.0000,-0.0752,-0.0013,1.0000,0.0078,0.0006,-0.0001,0.0005,1.0000
110917,111617,5410EC38A6C2,088726-0061,59.22,16.18,9.79,162.78,52.37,23.70,3.19,0.961,15.767,1.197,3.264,0.366,0.330,3.269,2.687,36.991,1.858,5.833,0.498,0.540,7.282,23.267,221.431,7.892,27.632,1.263,1.505,39.025,0.460,6.040,0.380,1.183,0.149,0.144,1.207,10.33,11.19,13.29,12.91,26.27,20.01,11.50,-0.4596,0.9839,1.0000,0.1429,0.0037,-0.0076,0.0733,-1.8989,3.2452,4.3190,1.0000,0.0009,-0.0046,-0.0171,0.7437,-0.6078,-0.8811,-0.1452,1.0000,0.0148,0.0349,1.0000,0.1929,-1.5093,-0.0366,1.3277,1.0000,-0.0696,-0.0023,1.0000,0.0042,0.0005,0.0001,-0.0004,1.0000
111717,111617,5410EC38B7A9,088969-0007,54.06,15.37,10.35,185.97,62.39,25.26,4.02,0.747,21.384,1.309,3.386,2.095,0.557,3.810,1.900,49.508,2.097,7.125,3.227,0.601,11.432,15.408,298.305,7.509,30.004,4.749,0.725,41.455,0.436,8.423,0.392,1.173,1.691,0.245,1.603,11.30,11.38,13.73,12.09,57.81,46.80,11.85,-0.3730,0.8635,1.0000,0.1434,-0.0009,0.0289,-0.0297,-1.7759,2.9979,4.1872,1.0000,0.0021,0.0052,-0.0271,0.7138,-0.5145,-0.7518,-0.1334,1.0000,0.0089,0.0510,1.0000,0.0957,-1.4168,-0.0367,1.2323,1.0000,0.1241,-0.0019,1.0000,0.0038,0.0005,-0.0001,0.0001,1.0000
111717,111617,5410EC38B7C,088969-0016,59.66,17.06,9.78,172.93,52.33,27.04,2.59,1.009,20.469,0.873,3.428,0.575,0.287,3.417,2.096,47.512,1.912,6.473,0.797,0.432,8.410,18.227,277.208,7.269,29.825,1.603,1.061,42.746,0.473,8.051,0.295,1.333,0.271,0.184,1.338,11.14,11.26,12.16,13.03,22.61,28.25,11.41,-0.3542,0.8226,1.0000,0.1375,-0.0121,-0.0042,0.2682,-1.7500,3.0139,4.0798,1.0000,-0.0030,-0.0030,0.1144,0.6934,-0.4706,-0.7376,-0.1230,1.0000,0.0098,0.0970,1.0000,0.1097,-1.3757,-0.0545,1.3989,1.0000,-0.2442,-0.0023,1.0000,0.0055,0.0006,0.0000,0.0000,1.0000
111717,111617,5410EC38B819,088969-0008,53.84,16.62,9.68,182.23,48.79,27.24,3.12,1.459,19.664,1.160,3.598,0.390,0.583,3.641,2.289,45.401,2.200,7.133,0.528,0.725,8.969,22.864,260.366,8.129,30.607,1.486,1.061,39.977,0.530,7.789,0.319,1.414,0.129,0.261,1.337,10.83,11.44,12.25,13.21,18.25,42.55,11.52,-0.3777,0.7832,1.0000,0.1404,0.0211,-0.0066,-0.0359,-1.7526,3.1322,3.8714,1.0000,0.0014,-0.0059,0.0241,0.6937,-0.5475,-0.6735,-0.1267,1.0000,0.0107,0.0209,1.0000,-0.0135,-1.2884,-0.0368,1.4093,1.0000,0.1776,-0.0025,1.0000,0.0070,0.0006,0.0001,0.0002,1.0000
111717,111617,5410EC38B8F2,088969-0050,51.53,16.26,9.67,191.60,47.26,23.89,3.87,0.881,17.577,0.998,3.827,0.828,0.745,3.810,1.725,40.934,1.956,7.313,1.268,1.269,9.713,21.718,235.283,7.487,32.633,2.999,3.125,44.736,0.367,6.790,0.312,1.462,0.331,0.194,1.617,10.05,11.24,12.65,12.99,21.43,14.35,11.94,-0.3907,0.9670,1.0000,0.1415,0.0063,0.0275,0.0736,-1.7601,3.1542,3.7521,1.0000,0.0015,-0.0126,-0.0528,0.6784,-0.5420,-0.6837,-0.1272,1.0000,0.0043,0.0763,1.0000,0.0487,-1.1907,-0.0437,1.4386,1.0000,-0.0120,-0.0028,1.0000,0.0056,0.0006,0.0003,-0.0004,1.0000
120417,111617,5410EC38B9C0,088969-0014,57.76,15.69,7.97,161.63,46.53,24.60,4.26,1.216,25.402,1.117,2.674,1.087,0.389,5.885,2.998,55.030,1.656,6.202,1.965,0.617,19.430,22.834,269.682,8.489,27.401,4.061,0.886,88.419,0.489,10.819,0.294,1.104,0.514,0.206,2.519,10.41,12.42,11.97,12.52,19.90,48.91,10.87,-0.3543,0.8509,1.0000,0.1236,0.0108,0.0020,-0.0144,-1.7305,2.9500,4.3937,1.0000,-0.0050,-0.0023,-0.1948,0.7180,-0.4650,-0.9053,-0.1210,1.0000,0.0006,0.0932,1.0000,0.0965,-1.3920,-0.0430,1.3396,1.0000,-0.1823,-0.0034,1.0000,0.0082,0.0005,0.0000,-0.0001,1.0000
