,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
,,,,Sensitivities (nA/ppm),,,,,,,Izero(nA @ 10C),,,,,,,Izero(nA @ 20C),,,,,,,Izero(nA @ 40C),,,,,,,A (nA),,,,,,,1/m (T),,,,,,,SO2,,,,,,,H2S,,,,,,,O3,,,,,,,NO2,,,,,,,CO,,,,,,
Ship Date,Test Date,B.A.D.,Board B.C.,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO,IRR,IAQ,SO2,H2S,OZO,NO2,CMO
102017,101917,5410EC388AB5,088726-0017,53.56,16.74,11.02,192.05,27.79,24.85,4.08,1.388,22.502,1.074,4.094,0.355,0.381,3.412,2.272,51.915,2.360,8.582,0.691,0.490,8.875,24.672,230.264,8.441,35.730,2.322,1.068,54.060,0.486,9.590,0.376,1.934,0.146,0.278,1.410,10.98,11.98,12.25,13.34,16.51,46.32,11.26,-0.2735,0.9285,1.0000,0.1367,-0.0077,-0.0173,-0.0977,-1.9341,3.3575,3.6820,1.0000,-0.0318,-0.0140,-0.0962,0.7573,-0.5743,-0.6462,-0.1167,1.0000,0.0117,-0.0288,1.0000,1.2286,-1.0315,-0.0359,1.5378,1.0000,-0.0265,-0.0026,1.0000,0.0039,0.0006,-0.0001,-0.0001,1.0000
102017,101917,5410EC388CA9,088726-0027,58.41,15.89,8.58,202.21,53.35,24.74,3.40,1.374,21.551,1.168,4.310,0.747,0.470,3.208,2.205,52.685,2.273,9.095,0.693,0.534,8.604,21.128,253.432,8.289,35.481,0.476,1.456,50.836,0.517,9.108,0.338,1.929,0.783,0.187,1.342,11.61,11.54,11.91,13.37,-99.54,29.74,11.18,-0.2879,0.7783,1.0000,0.1352,0.0006,-0.0110,0.0214,-1.9680,2.9732,3.6307,1.0000,-0.0117,-0.0144,-0.0342,0.7588,-0.5180,-0.7953,-0.1182,1.0000,0.0112,-0.1009,1.0000,0.9222,-1.0512,-0.0442,1.3032,1.0000,-0.0859,-0.0018,1.0000,0.0073,0.0006,-0.0003,-0.0002,1.0000
102017,101917,5410EC388CF7,088726-0032,55.45,16.28,9.23,178.17,55.57,22.50,3.14,1.081,22.098,0.802,3.773,0.577,0.951,2.902,1.741,51.926,2.208,8.184,0.873,1.165,7.675,21.328,238.822,8.172,34.238,1.555,2.031,39.353,0.436,9.321,0.373,1.770,0.325,0.734,1.184,10.86,11.88,12.40,13.21,48.38,47.86,11.29,-0.3500,0.9149,1.0000,0.1549,0.0068,-0.0117,-0.2707,-1.9728,3.3237,4.1441,1.0000,-0.0131,0.0111,-0.0426,0.7515,-0.5981,-0.8432,-0.1247,1.0000,0.0033,-0.2206,1.0000,1.0458,-1.2556,-0.0322,1.2653,1.0000,0.0300,-0.0022,1.0000,0.0051,0.0007,-0.0001,-0.0003,1.0000
102017,101917,5410EC388DCF,088726-0026,52.86,16.18,10.25,165.53,57.57,21.22,3.08,0.790,25.757,1.428,4.012,0.625,0.597,3.181,1.519,60.306,2.430,8.466,0.545,0.873,8.042,19.169,297.209,8.435,35.714,1.503,1.026,37.878,0.307,10.846,0.444,1.623,0.236,0.360,1.305,10.21,11.84,13.02,12.79,30.09,56.00,11.65,-0.4759,0.8715,1.0000,0.1210,-0.0018,-0.0236,-0.1469,-1.9897,3.3540,3.2062,1.0000,-0.0154,-0.0144,-0.0057,0.7364,-0.5643,-0.4901,-0.1013,1.0000,0.0143,-0.1585,1.0000,0.9407,-0.8839,-0.0124,1.3082,1.0000,0.1154,-0.0019,1.0000,0.0045,0.0006,-0.0001,-0.0001,1.0000
110917,101917,5410EC38A6C5,088726-0025,57.33,16.95,9.90,192.06,54.18,24.84,3.12,0.776,24.067,1.230,4.476,0.667,0.961,3.414,1.479,56.044,1.856,9.273,0.502,1.788,8.963,19.686,274.389,9.508,38.033,0.981,2.222,43.870,0.280,9.947,0.371,1.857,0.293,0.486,1.250,9.97,11.81,12.01,12.92,74.27,24.46,11.06,-0.4859,0.9219,1.0000,0.1539,0.0010,0.0009,0.0859,-1.9525,3.5603,3.7208,1.0000,-0.0094,-0.0061,0.0322,0.7507,-0.6738,-0.4783,-0.1210,1.0000,0.0022,0.0308,1.0000,0.8334,-1.0744,-0.0232,1.2271,1.0000,-0.1987,-0.0017,1.0000,0.0041,0.0006,0.0000,0.0006,1.0000
111717,101917,5410EC38B6BD,088726-0047,49.70,16.82,8.79,196.80,52.21,20.64,3.95,0.892,22.146,0.760,4.300,0.583,0.369,3.210,1.316,52.003,1.615,8.367,0.676,0.436,8.259,20.277,231.715,7.401,35.360,1.675,1.524,50.469,0.222,9.489,0.286,1.739,0.169,0.196,1.253,9.32,11.97,11.72,12.86,22.26,24.55,10.98,-0.3790,0.9828,1.0000,0.1390,0.0040,-0.0055,-0.0792,-1.9299,3.5636,3.8672,1.0000,-0.0075,-0.0139,0.0105,0.7453,-0.6139,-0.6047,-0.1175,1.0000,0.0180,0.0535,1.0000,0.7503,-1.1254,-0.0409,1.2903,1.0000,-0.0988,-0.0019,1.0000,0.0085,0.0007,0.0001,0.0002,1.0000
111717,101917,5410EC38B7A6,088726-0002,52.28,14.55,10.50,185.47,59.18,20.75,3.69,2.142,21.053,1.103,4.062,0.590,0.604,3.326,3.517,48.902,2.333,8.721,0.730,0.940,8.420,28.407,235.092,10.108,38.151,1.159,1.696,44.153,0.962,8.947,0.377,1.758,0.363,0.282,1.240,12.75,11.81,11.88,12.69,52.54,24.63,11.16,-0.3373,0.7528,1.0000,0.1362,-0.0001,-0.0031,0.1508,-1.9535,3.1920,4.1769,1.0000,-0.0165,-0.0299,-0.0350,0.7380,-0.5859,-0.5555,-0.1092,1.0000,0.0127,-0.0757,1.0000,1.1572,-1.1222,-0.0301,1.2563,1.0000,-0.0421,-0.0031,1.0000,0.0056,0.0007,-0.0002,-0.0001,1.0000
111717,101917,5410EC38B7D5,088726-0053,58.66,14.50,9.12,196.62,59.34,18.93,4.03,0.667,21.106,1.160,4.278,0.578,0.561,3.587,1.148,51.276,2.062,8.785,0.525,0.554,8.657,19.164,252.308,7.964,39.769,0.855,1.272,52.788,0.257,8.904,0.294,1.758,0.366,0.370,1.369,9.90,11.52,11.76,12.63,130.29,41.76,11.11,-0.2721,0.8035,1.0000,0.1254,0.0027,-0.0008,-0.1534,-2.0102,3.1944,3.5758,1.0000,-0.0093,-0.0119,-0.0692,0.7300,-0.5178,-0.5852,-0.1098,1.0000,0.0133,-0.1585,1.0000,1.1018,-0.9224,-0.0285,1.2517,1.0000,0.0147,-0.0018,1.0000,0.0090,0.0007,-0.0002,-0.0002,1.0000
111717,101917,5410EC38B837,088726-0007,57.64,15.94,8.91,192.41,52.50,20.12,3.03,0.749,23.549,1.397,3.978,0.698,0.396,3.231,1.737,54.432,2.467,7.630,0.957,0.475,8.382,17.671,228.281,10.022,33.945,0.786,0.946,50.773,0.262,10.175,0.331,1.652,0.506,0.171,1.252,10.20,12.23,11.54,12.84,96.97,28.66,11.07,-0.3013,0.9040,1.0000,0.1357,-0.0097,-0.0123,0.0541,-1.9890,3.3305,3.6135,1.0000,-0.0083,-0.0111,-0.0383,0.7425,-0.5502,-1.0072,-0.1091,1.0000,0.0058,-0.0502,1.0000,1.2499,-0.9026,-0.0269,1.2650,1.0000,-0.1093,-0.0017,1.0000,0.0040,0.0005,-0.0001,0.0000,1.0000
111717,101917,5410EC38B8E6,088726-0055,53.49,17.65,9.39,196.43,60.11,21.16,3.74,1.690,21.055,0.789,3.495,0.642,0.449,3.581,2.455,50.394,2.328,7.444,0.789,0.705,8.488,21.402,248.980,7.692,34.295,3.148,1.883,50.178,0.544,8.690,0.342,1.549,0.171,0.244,1.362,11.74,11.45,12.19,12.66,17.33,18.96,11.31,-0.3075,0.7740,1.0000,0.1303,0.0014,0.0180,-0.2356,-1.9494,3.1204,3.7858,1.0000,-0.0263,-0.0407,-0.0322,0.7639,-0.5716,-0.7332,-0.1209,1.0000,0.0223,0.1363,1.0000,1.1030,-1.0997,-0.0374,1.3241,1.0000,0.0086,-0.0022,1.0000,0.0082,0.0007,-0.0001,0.0000,1.0000
120417,101917,5410EC38B974,088726-0023,55.35,14.73,8.90,191.66,55.25,23.33,3.65,0.877,20.606,1.112,3.925,1.045,0.508,3.482,1.860,47.527,1.780,8.033,1.091,0.671,8.852,20.966,223.700,6.837,36.411,0.554,1.765,52.877,0.353,8.754,0.277,1.714,1.259,0.249,1.324,10.61,11.89,11.64,12.82,-50.09,27.41,11.07,-0.2761,0.8791,1.0000,0.1280,0.0008,0.0168,-0.3907,-1.9924,3.4372,4.0656,1.0000,-0.0212,-0.0073,-0.0482,0.7417,-0.6032,-0.7847,-0.1250,1.0000,-0.0033,-0.0172,1.0000,1.1816,-1.1947,-0.0335,1.2956,1.0000,-0.0313,-0.0018,1.0000,0.0072,0.0006,0.0000,-0.0003,1.0000
120417,101917,5410EC38BA41,088726-0016,52.88,15.28,11.15,189.38,50.94,25.28,3.52,0.654,22.026,0.904,4.635,0.798,0.434,3.233,1.365,51.297,2.117,9.561,1.046,0.895,8.311,24.944,250.432,9.028,41.194,1.795,1.195,46.222,0.230,9.375,0.334,1.943,0.558,0.343,1.246,9.02,11.80,11.58,12.88,102.01,47.13,11.05,-0.3774,0.8761,1.0000,0.1441,0.0041,0.0006,-0.2300,-1.9485,3.1512,4.0079,1.0000,-0.0198,-0.0040,-0.0285,0.7248,-0.5195,-0.8160,-0.1225,1.0000,0.0055,-0.2503,1.0000,1.0499,-1.1533,-0.0218,1.3472,1.0000,0.0042,-0.0022,1.0000,0.0071,0.0006,-0.0002,-0.0001,1.0000
120417,101917,5410EC38BAAF,088726-0028,55.46,15.20,11.10,199.84,72.75,24.57,3.60,1.103,24.382,0.871,5.006,1.633,0.594,3.149,1.781,56.840,2.543,9.773,1.861,0.695,9.036,21.819,267.067,10.498,42.730,4.507,1.499,44.091,0.311,10.387,0.337,2.112,1.020,0.370,1.192,9.87,12.01,11.33,13.07,40.21,34.65,10.88,-0.4140,0.9061,1.0000,0.1447,-0.0032,0.0109,-0.1980,-1.9607,3.4576,3.8632,1.0000,-0.0353,0.0080,-0.0680,0.7563,-0.6029,-0.6283,-0.1102,1.0000,0.0145,0.0944,1.0000,0.9485,-1.1104,-0.0154,1.2183,1.0000,-0.0148,-0.0020,1.0000,0.0055,0.0006,0.0001,0.0001,1.0000
122717,101917,5410EC38E354,088726-0038,55.77,15.13,10.81,193.06,53.82,10.43,3.93,0.992,22.325,1.349,4.395,0.440,0.715,3.775,2.143,51.255,2.325,8.545,0.602,0.555,8.958,25.920,219.339,8.396,36.947,1.057,0.709,50.559,0.401,9.665,0.406,1.796,0.314,0.558,1.481,10.28,12.23,12.58,12.88,80.46,-489.28,11.51,-0.3828,0.8486,1.0000,0.1344,0.0007,-0.0496,-0.0983,-1.9965,3.2865,3.8138,1.0000,-0.0037,-0.0070,-0.0112,0.7446,-0.5827,-0.5962,-0.1222,1.0000,0.0199,0.0150,1.0000,1.0973,-1.0629,-0.0285,1.2917,1.0000,-0.0132,-0.0023,1.0000,0.0051,0.0006,-0.0002,-0.0007,1.0000
102017,102317,5410EC388BC0,088726-0052,55.67,15.69,10.51,217.54,34.23,16.34,4.01,0.519,13.319,1.064,3.280,0.554,0.497,3.415,1.508,29.987,1.441,6.452,0.619,0.883,8.475,19.569,151.717,6.477,29.188,3.209,2.163,50.567,0.236,5.249,0.247,1.192,0.176,0.294,1.346,9.68,11.64,11.89,12.58,18.07,23.29,11.31,-0.4954,0.8871,1.0000,0.1453,-0.0111,0.0090,-0.1433,-2.0744,3.5037,3.8288,1.0000,-0.0005,0.0047,-0.0189,0.7165,-0.6566,-0.6376,-0.1167,1.0000,-0.0164,-0.0999,1.0000,1.2974,-1.1110,-0.0089,1.4165,1.0000,-0.1390,-0.0024,1.0000,0.0069,0.0006,-0.0001,0.0002,1.0000
102017,102317,5410EC388D44,088726-0042,55.82,15.58,11.13,207.54,58.27,24.50,3.84,0.801,13.018,0.846,3.555,0.611,0.448,2.940,1.768,30.464,2.025,6.418,0.802,0.377,7.598,21.794,167.131,8.187,28.932,4.482,2.213,43.167,0.296,5.113,0.234,1.334,0.191,0.146,1.172,9.97,11.33,11.07,13.13,14.96,18.33,11.21,-0.5260,0.8009,1.0000,0.1422,0.0021,-0.0022,-0.3543,-2.0524,3.2166,3.6712,1.0000,-0.0065,0.0005,-0.0185,0.6885,-0.5400,-0.5810,-0.1251,1.0000,0.0149,0.0238,1.0000,0.8725,-1.0506,-0.0312,1.3188,1.0000,0.1129,-0.0025,1.0000,0.0070,0.0005,-0.0001,0.0000,1.0000
102517,102317,5410EC388DE0,088726-0024,58.26,14.04,8.77,190.84,59.31,21.14,4.00,0.785,15.345,0.942,3.347,0.633,0.624,2.873,1.119,35.677,1.915,6.408,0.838,0.805,7.632,14.582,208.931,7.127,27.408,1.973,1.559,39.291,0.297,6.087,0.278,1.391,0.460,0.309,1.108,11.14,11.29,12.14,13.41,63.70,29.01,11.02,-0.5655,0.7841,1.0000,0.1609,0.0080,0.0216,-0.0926,-2.0406,3.1176,3.3163,1.0000,0.0021,0.0051,-0.0461,0.6981,-0.5632,-0.5026,-0.1325,1.0000,0.0046,0.0715,1.0000,1.1146,-0.9204,-0.0145,1.3397,1.0000,-0.0006,-0.0019,1.0000,0.0070,0.0005,-0.0001,0.0002,1.0000
102517,102317,5410EC38A1C6,088726-0031,58.96,16.18,8.18,213.88,64.32,24.11,3.04,0.753,15.569,1.368,3.330,0.779,0.576,3.198,1.161,35.432,2.127,7.201,0.959,0.630,8.031,17.954,191.649,7.851,33.690,1.165,1.240,42.875,0.181,6.000,0.386,1.312,0.655,0.261,1.302,9.25,11.40,13.15,12.37,-348.74,34.61,11.62,-0.4893,0.7944,1.0000,0.1417,0.0033,0.0158,-0.0151,-2.0810,3.2693,4.2995,1.0000,0.0034,0.0031,-0.0125,0.6931,-0.5848,-0.4752,-0.1034,1.0000,0.0083,-0.1537,1.0000,0.7950,-0.9534,0.0118,1.2953,1.0000,0.0225,-0.0023,1.0000,0.0102,0.0005,-0.0001,-0.0001,1.0000
110917,102317,5410EC38A66A,088726-0050,65.00,16.23,10.23,208.40,61.18,24.19,3.23,0.794,15.830,1.510,3.585,1.343,0.625,3.016,1.599,35.878,2.034,6.532,1.352,1.026,7.565,17.624,190.253,6.829,29.360,1.573,2.313,38.770,0.269,6.282,0.315,1.454,0.858,0.369,1.160,10.22,11.57,12.84,13.35,72.34,30.44,11.30,-0.4931,0.9005,1.0000,0.1544,0.0099,0.0034,-0.1298,-2.1002,3.4983,3.5030,1.0000,-0.0050,-0.0014,0.0287,0.7140,-0.6601,-0.4692,-0.1230,1.0000,-0.0011,-0.0780,1.0000,1.0357,-0.9192,-0.0070,1.1896,1.0000,0.0291,-0.0017,1.0000,0.0080,0.0005,-0.0001,0.0002,1.0000
110917,102317,5410EC38A6D8,088726-0006,61.38,15.99,9.23,175.87,52.44,24.47,3.55,1.296,14.858,1.048,3.326,0.575,0.612,3.205,1.529,33.058,1.461,6.205,0.594,0.572,7.820,21.611,170.530,7.038,25.771,0.841,1.663,50.862,0.490,5.991,0.309,1.352,0.383,0.257,1.210,11.34,11.76,12.66,13.62,156.00,21.36,10.96,-0.4743,0.7875,1.0000,0.1636,-0.0041,0.0045,-0.2038,-2.0674,3.4367,3.7979,1.0000,-0.0007,-0.0057,-0.0014,0.7090,-0.6897,-0.6068,-0.1256,1.0000,0.0355,-0.0768,1.0000,1.1511,-1.1092,-0.0230,1.2029,1.0000,0.0678,-0.0025,1.0000,0.0086,0.0006,0.0001,-0.0003,1.0000
110917,102317,5410EC38A7A5,088726-0014,52.61,15.65,11.53,192.63,52.19,19.05,3.35,0.832,13.714,0.958,3.028,0.579,0.410,3.395,1.189,31.124,1.917,6.084,0.765,0.385,7.916,18.481,159.905,6.813,28.269,1.195,1.090,50.725,0.243,5.445,0.304,1.070,0.139,0.186,1.230,9.84,11.65,12.52,12.29,17.75,32.75,11.06,-0.5638,0.8338,1.0000,0.1409,0.0109,-0.0133,-0.1868,-2.0623,3.7057,3.8330,1.0000,-0.0077,0.0001,-0.0596,0.7077,-0.6918,-0.6284,-0.1134,1.0000,-0.0040,-0.0577,1.0000,1.2429,-1.1163,-0.0128,1.3003,1.0000,-0.0681,-0.0029,1.0000,0.0063,0.0006,-0.0002,0.0003,1.0000
111717,102317,5410EC38B766,088726-0058,63.38,14.46,10.03,188.50,47.36,17.91,3.67,1.051,13.762,0.931,2.635,0.492,0.474,3.547,1.861,30.443,1.942,5.473,0.347,0.597,8.565,16.953,148.990,6.810,24.322,0.858,1.533,46.163,0.474,5.441,0.264,1.033,0.184,0.220,1.436,12.06,11.84,12.00,12.69,41.02,26.53,11.63,-0.4057,0.9101,1.0000,0.1619,0.0040,-0.0422,-0.1113,-2.0740,3.4154,3.9405,1.0000,-0.0035,0.0035,0.0066,0.7167,-0.6326,-0.6289,-0.1310,1.0000,-0.0045,-0.0708,1.0000,1.2322,-1.0749,-0.0199,1.2381,1.0000,-0.0809,-0.0021,1.0000,0.0077,0.0006,0.0001,-0.0001,1.0000
111717,102317,5410EC38B796,088726-0030,59.85,15.21,11.46,178.68,58.13,21.32,3.85,0.839,13.613,1.173,2.973,0.702,0.974,3.257,1.732,30.937,2.179,5.786,0.763,1.247,8.308,17.176,164.949,8.232,25.779,1.149,1.616,43.384,0.286,5.286,0.309,1.081,0.340,0.645,1.391,10.48,11.47,11.92,12.61,45.79,44.84,11.76,-0.4583,0.8836,1.0000,0.1563,-0.0022,-0.0123,-0.3071,-2.0737,3.3792,3.8560,1.0000,0.0012,0.0044,0.0637,0.7200,-0.5869,-0.6776,-0.1289,1.0000,0.0235,-0.0619,1.0000,0.9502,-1.1801,-0.0123,1.2985,1.0000,-0.0517,-0.0017,1.0000,0.0062,0.0006,0.0000,-0.0001,1.0000
111717,102317,5410EC38B7F4,088726-0001,57.45,15.74,8.85,206.47,66.16,17.41,3.39,0.736,13.913,1.028,2.840,0.607,0.336,2.942,1.179,32.295,1.769,5.822,0.726,0.636,7.930,20.419,168.044,7.039,26.071,1.080,1.161,45.267,0.236,5.618,0.289,1.255,0.405,0.176,1.203,9.51,11.56,12.25,13.16,155.61,24.90,11.16,-0.5206,0.8157,1.0000,0.1435,-0.0003,0.0294,-0.0612,-2.0376,3.3388,4.0936,1.0000,0.0001,0.0003,0.0097,0.6903,-0.6155,-0.6465,-0.1248,1.0000,-0.0114,-0.1080,1.0000,0.9630,-1.1501,-0.0180,1.2614,1.0000,-0.0129,-0.0022,1.0000,0.0089,0.0005,0.0000,-0.0003,1.0000
111717,102317,5410EC38B8C2,088726-0019,59.75,17.37,9.29,209.42,63.42,21.61,3.51,0.858,19.003,1.166,3.231,0.799,0.427,2.995,1.574,42.157,2.077,6.164,1.272,0.480,7.785,16.453,213.640,7.672,27.248,4.234,1.470,32.884,0.273,7.903,0.337,1.241,0.308,0.168,1.177,10.30,12.04,12.84,12.94,15.42,22.57,11.68,-0.4510,0.9254,1.0000,0.1509,0.0060,-0.0126,0.0794,-2.0375,3.4328,4.1773,1.0000,-0.0204,0.0042,-0.0066,0.7263,-0.6137,-0.5779,-0.1267,1.0000,-0.0016,0.0495,1.0000,0.9324,-1.0868,-0.0087,1.1537,1.0000,0.1160,-0.0013,1.0000,0.0046,0.0006,-0.0003,0.0001,1.0000
111717,102317,5410EC38B8D6,088726-0015,54.11,16.05,9.64,188.84,51.15,24.15,3.92,0.641,13.655,1.045,2.857,0.445,0.524,3.159,1.147,31.120,1.878,5.698,0.604,0.734,7.601,13.916,155.213,7.705,26.333,0.577,1.145,50.536,0.172,5.600,0.323,1.094,0.266,0.296,1.176,9.80,11.83,12.66,12.67,114.44,34.47,10.95,-0.3670,0.8656,1.0000,0.1535,0.0046,-0.0179,-0.1328,-2.0652,3.4578,3.7909,1.0000,0.0022,-0.0103,-0.0361,0.7088,-0.6523,-0.6241,-0.1219,1.0000,0.0126,-0.0530,1.0000,1.1635,-1.1548,-0.0147,1.2606,1.0000,-0.0555,-0.0018,1.0000,0.0068,0.0006,-0.0001,0.0003,1.0000
120417,102317,5410EC38CF3E,088726-0048,59.84,15.93,13.06,204.77,53.50,18.27,4.56,0.786,13.940,1.042,3.409,0.608,0.442,3.669,1.488,33.051,1.779,6.616,0.755,0.774,8.589,16.254,173.262,7.217,31.107,0.828,1.745,54.051,0.283,5.611,0.252,1.313,0.399,0.219,1.382,10.60,11.47,11.58,12.83,132.93,24.11,11.18,-0.4276,0.8446,1.0000,0.1507,0.0070,-0.0010,-0.3300,-2.1106,3.2831,3.5107,1.0000,-0.0041,0.0023,-0.0286,0.7150,-0.5824,-0.5224,-0.1194,1.0000,-0.0036,-0.1086,1.0000,0.8375,-1.0253,-0.0124,1.3377,1.0000,-0.1095,-0.0022,1.0000,0.0050,0.0006,-0.0001,0.0005,1.0000
102017,103117,5410EC388C5A,088726-0046,56.14,17.35,9.44,194.09,52.79,21.25,3.34,3.003,24.418,1.185,4.516,0.732,0.396,3.092,4.564,65.806,2.162,9.587,0.926,0.651,7.661,32.879,278.100,7.761,35.392,1.952,1.598,51.709,1.491,9.813,0.409,2.206,0.301,0.151,1.099,13.98,11.32,13.35,13.81,22.29,20.92,10.58,-0.3232,0.9928,1.0000,0.1323,-0.0021,-0.0052,-0.1525,-1.8189,3.4813,4.0783,1.0000,0.0035,-0.0043,-0.2121,0.6355,-1.4077,-0.6584,-0.1193,1.0000,0.0156,-0.0223,1.0000,0.9265,-1.3466,-0.0508,1.3873,1.0000,-0.0501,-0.0026,1.0000,0.0071,0.0006,0.0000,0.0000,1.0000
102517,103117,5410EC388E2D,088726-0036,63.14,17.49,11.38,216.48,61.69,22.99,3.52,2.329,26.772,1.131,5.507,0.605,0.521,3.026,4.572,74.969,2.115,10.337,0.682,0.905,7.703,27.979,354.995,8.381,43.590,2.354,1.955,38.687,1.266,10.086,0.351,2.212,0.179,0.224,1.162,13.21,10.82,12.51,13.20,15.67,17.63,11.20,-0.4767,0.9042,1.0000,0.1361,0.0011,0.0134,-0.0305,-1.9646,3.4034,3.8438,1.0000,-0.0005,0.0044,-0.1312,0.6408,-1.3698,-0.7085,-0.1151,1.0000,0.0232,-0.0536,1.0000,0.8544,-1.2589,-0.0105,1.2279,1.0000,-0.0940,-0.0021,1.0000,0.0075,0.0006,-0.0001,0.0003,1.0000
102517,103117,5410EC38A343,088726-0076,59.72,15.99,10.26,171.10,54.64,21.25,2.90,7.272,30.649,1.453,5.203,0.495,1.289,2.564,11.762,79.989,2.810,10.368,0.452,1.036,7.268,54.099,381.479,9.355,41.321,4.192,2.011,38.768,4.153,11.702,0.361,2.422,0.139,0.369,0.980,16.32,11.24,12.12,14.01,12.89,25.60,10.72,-0.3480,0.8466,1.0000,0.1556,0.0005,-0.0118,-0.1386,-1.9748,3.3842,3.9068,1.0000,-0.0041,-0.0059,0.0443,0.6360,-1.3890,-0.5926,-0.1304,1.0000,0.0127,-0.2432,1.0000,0.6197,-1.2492,-0.0312,1.4088,1.0000,-0.1637,-0.0040,1.0000,0.0050,0.0007,0.0000,-0.0002,1.0000
102517,103117,5410EC38A3AD,088726-0077,59.32,14.06,10.86,185.85,51.16,26.41,3.73,2.277,21.758,1.279,5.023,0.637,0.482,3.588,3.947,58.187,2.096,10.017,0.810,0.900,8.578,33.692,258.017,9.190,39.840,3.312,1.909,49.415,1.003,8.712,0.346,2.174,0.170,0.198,1.432,11.94,11.23,12.00,13.18,14.62,18.46,11.41,-0.3028,0.9399,1.0000,0.1248,-0.0073,0.0057,-0.0965,-1.8322,3.2502,3.5353,1.0000,-0.0061,-0.0047,-0.0676,0.5780,-1.4741,-0.4938,-0.1116,1.0000,0.0256,-0.2447,1.0000,1.0658,-1.1633,-0.0448,1.4533,1.0000,-0.1593,-0.0024,1.0000,0.0090,0.0006,-0.0001,-0.0001,1.0000
110917,103117,5410EC38A43F,088726-0069,52.95,14.75,9.60,197.17,56.55,26.71,2.99,1.996,26.910,1.100,5.001,0.573,0.714,3.458,3.929,70.639,2.397,9.732,0.543,1.580,8.705,29.088,310.802,8.422,39.676,1.334,4.900,45.304,1.059,10.573,0.333,2.152,0.213,0.219,1.360,12.63,11.33,11.96,13.36,27.27,13.58,11.34,-0.4634,0.8941,1.0000,0.1332,0.0144,-0.0077,-0.0621,-1.8384,3.4137,3.9053,1.0000,-0.0004,-0.0101,-0.0811,0.5809,-1.5697,-0.5958,-0.1156,1.0000,0.0478,-0.2532,1.0000,0.9060,-1.2248,-0.0289,1.3831,1.0000,-0.0200,-0.0030,1.0000,0.0069,0.0005,0.0000,-0.0002,1.0000
110917,103117,5410EC38A481,088726-0078,60.11,16.28,10.42,153.41,49.18,18.91,3.21,2.687,28.057,0.986,6.311,0.700,0.657,2.965,4.327,72.160,2.165,11.855,0.915,0.904,7.933,30.679,316.471,7.646,44.116,2.063,1.441,42.231,1.261,11.158,0.317,2.930,0.252,0.245,1.100,13.23,11.46,12.14,14.31,17.89,21.87,10.88,-0.3179,0.8737,1.0000,0.1492,0.0077,0.0078,0.0930,-1.8378,3.3159,3.8918,1.0000,-0.0068,-0.0072,-0.1285,0.5808,-1.3536,-0.5656,-0.1300,1.0000,0.0032,-0.1979,1.0000,0.8593,-1.2358,-0.0923,1.3967,1.0000,-0.1839,-0.0020,1.0000,0.0055,0.0006,0.0000,0.0002,1.0000
110917,103117,5410EC38A483,088726-0098,54.34,14.79,8.95,182.93,48.09,24.57,3.35,3.445,23.154,1.305,4.931,1.048,0.302,3.667,4.757,60.597,1.983,10.189,0.748,0.356,9.021,34.580,269.594,7.773,41.775,1.914,1.499,53.986,1.538,9.363,0.309,2.265,0.467,0.121,1.527,13.76,11.32,11.95,13.31,22.21,18.60,11.44,-0.3267,0.8575,1.0000,0.1278,0.0037,0.0121,-0.1543,-1.8077,3.3981,4.5112,1.0000,-0.0050,-0.0030,-0.1481,0.5520,-1.4683,-0.6685,-0.1141,1.0000,0.0162,-0.2512,1.0000,1.3138,-1.4414,-0.0482,1.4189,1.0000,-0.0197,-0.0027,1.0000,0.0065,0.0007,0.0001,0.0000,1.0000
110917,103117,5410EC38A490,088726-0100,62.46,16.02,10.33,208.48,61.64,22.39,3.65,4.108,31.570,1.276,5.227,0.424,0.461,3.123,6.982,84.748,2.852,10.742,0.555,0.880,8.706,42.577,375.925,9.631,45.001,2.411,1.535,43.954,2.377,12.398,0.420,2.390,0.105,0.218,1.211,14.67,11.35,12.41,13.40,14.74,21.72,10.99,-0.4178,0.9223,1.0000,0.1279,-0.0048,0.0061,-0.1584,-1.8719,3.3871,3.5873,1.0000,-0.0003,-0.0069,-0.0923,0.5967,-1.4651,-0.6156,-0.1147,1.0000,0.0095,-0.2097,1.0000,0.6999,-1.1944,-0.0390,1.3564,1.0000,-0.1376,-0.0023,1.0000,0.0077,0.0005,0.0000,0.0002,1.0000
